deal_type,obj_type,area_range,count,share_pct,grade,avg_price,median_price
продажа,Офисное помещение,5411-5420,1,0.4,C,470000000,470000000
продажа,Офисное помещение,301-310,1,0.4,C,65000000,65000000
продажа,Офисное помещение,261-270,1,0.4,C,38000000,38000000
продажа,Офисное помещение,2401-2410,1,0.4,C,140000000,140000000
продажа,Офисное помещение,571-580,1,0.4,C,52679200,52679200
продажа,Офисное помещение,4671-4680,1,0.4,C,600000000,600000000
продажа,Офисное помещение,511-520,1,0.4,C,85000000,85000000
продажа,Офисное помещение,621-630,1,0.4,C,150000000,150000000
продажа,Офисное помещение,471-480,1,0.4,C,60000000,60000000
продажа,Офисное помещение,601-610,1,0.4,C,3140000,3140000
продажа,Офисное помещение,921-930,1,0.4,C,55000000,55000000
продажа,Свободного назначения,61-70,151,10.0,A+,12531810,12500000
продажа,Свободного назначения,71-80,150,10.0,A+,14514999,14609000
продажа,Свободного назначения,81-90,136,9.0,A+,15637443,16340000
продажа,Свободного назначения,51-60,130,8.6,A+,11203175,11300000
продажа,Свободного назначения,41-50,125,8.3,A+,9163859,9472000
продажа,Свободного назначения,31-40,93,6.2,A,7678849,8130000
продажа,Свободного назначения,91-100,88,5.9,A,17801375,18200000
продажа,Свободного назначения,101-110,76,5.1,A,18419817,17924600
продажа,Свободного назначения,111-120,59,3.9,A,18559721,19561500
продажа,Свободного назначения,21-30,54,3.6,A,5680394,5772000
продажа,Свободного назначения,121-130,48,3.2,A,21240036,22574200
продажа,Свободного назначения,131-140,32,2.1,B,20197967,20827350
продажа,Свободного назначения,141-150,24,1.6,B,21788686,23990000
продажа,Свободного назначения,11-20,23,1.5,B,3636296,3715000
продажа,Свободного назначения,151-160,17,1.1,B,23622969,25500000
продажа,Свободного назначения,171-180,17,1.1,B,22854897,25500000
продажа,Свободного назначения,221-230,16,1.1,B,24456820,22900000
продажа,Свободного назначения,231-240,16,1.1,B,29145962,31900000
продажа,Свободного назначения,211-220,14,0.9,B,24403366,25000000
продажа,Свободного назначения,161-170,13,0.9,B,19955469,22500000
продажа,Свободного назначения,191-200,12,0.8,B,23017533,22590000
продажа,Свободного назначения,181-190,12,0.8,B,23946090,28193000
продажа,Свободного назначения,281-290,8,0.5,B,34743500,35000000
продажа,Свободного назначения,261-270,7,0.5,B,32370357,26400000
продажа,Свободного назначения,271-280,7,0.5,B,43992571,31600000
продажа,Свободного назначения,241-250,7,0.5,B,24112143,16000000
продажа,Свободного назначения,201-210,6,0.4,B,25105000,28900000
продажа,Свободного назначения,501-510,5,0.3,B,47600000,29000000
продажа,Свободного назначения,371-380,5,0.3,B,36256000,35000000
продажа,Свободного назначения,251-260,5,0.3,C,34978000,31000000
продажа,Свободного назначения,1-10,5,0.3,C,409000,410000
продажа,Свободного назначения,451-460,4,0.3,C,49128000,60000000
продажа,Свободного назначения,491-500,4,0.3,C,71675000,80900000
продажа,Свободного назначения,941-950,4,0.3,C,86372500,94290000
продажа,Свободного назначения,351-360,4,0.3,C,49250000,65500000
продажа,Свободного назначения,441-450,4,0.3,C,48350000,50000000
продажа,Свободного назначения,1001-1010,3,0.2,C,119333003,120000000
продажа,Свободного назначения,341-350,3,0.2,C,18333333,17000000
продажа,Свободного назначения,1081-1090,3,0.2,C,73166667,85000000
продажа,Свободного назначения,331-340,3,0.2,C,20666667,19000000
продажа,Свободного назначения,641-650,3,0.2,C,84600000,74000000
продажа,Свободного назначения,401-410,3,0.2,C,45666667,40000000
продажа,Свободного назначения,461-470,3,0.2,C,10733333,12000000
продажа,Свободного назначения,421-430,3,0.2,C,49726216,44500000
продажа,Свободного назначения,1181-1190,2,0.1,C,104200000,120000000
продажа,Свободного назначения,1151-1160,2,0.1,C,67500000,105000000
продажа,Свободного назначения,1311-1320,2,0.1,C,96000000,150000000
продажа,Свободного назначения,3021-3030,2,0.1,C,302000000,310000000
продажа,Свободного назначения,361-370,2,0.1,C,27792000,41000000
продажа,Свободного назначения,321-330,2,0.1,C,35750000,46500000
продажа,Свободного назначения,551-560,2,0.1,C,153500000,252000000
продажа,Свободного назначения,771-780,2,0.1,C,38900000,70000000
продажа,Свободного назначения,891-900,2,0.1,C,58500000,70000000
продажа,Свободного назначения,1221-1230,2,0.1,C,75500000,98000000
продажа,Свободного назначения,561-570,2,0.1,C,101875000,110950000
продажа,Свободного назначения,1071-1080,2,0.1,C,155275000,178550000
продажа,Свободного назначения,1751-1760,2,0.1,C,70000000,115000000
продажа,Свободного назначения,471-480,2,0.1,C,59990000,64980000
продажа,Свободного назначения,431-440,2,0.1,C,36800000,56600000
продажа,Свободного назначения,291-300,2,0.1,C,37150000,39300000
продажа,Свободного назначения,13821-13830,1,0.1,C,22500000,22500000
продажа,Свободного назначения,1851-1860,1,0.1,C,118000000,118000000
продажа,Свободного назначения,2541-2550,1,0.1,C,150000000,150000000
продажа,Свободного назначения,13141-13150,1,0.1,C,690000000,690000000
продажа,Свободного назначения,301-310,1,0.1,C,4600000,4600000
продажа,Свободного назначения,831-840,1,0.1,C,62000000,62000000
продажа,Свободного назначения,1941-1950,1,0.1,C,55000000,55000000
продажа,Свободного назначения,7001-7010,1,0.1,C,85000000,85000000
продажа,Свободного назначения,1601-1610,1,0.1,C,80000000,80000000
продажа,Свободного назначения,681-690,1,0.1,C,45000000,45000000
продажа,Свободного назначения,1481-1490,1,0.1,C,120000000,120000000
продажа,Свободного назначения,411-420,1,0.1,C,20850000,20850000
продажа,Свободного назначения,1201-1210,1,0.1,C,170000000,170000000
продажа,Свободного назначения,11621-11630,1,0.1,C,2150000130,2150000130
продажа,Свободного назначения,381-390,1,0.1,C,52000000,52000000
продажа,Свободного назначения,4931-4940,1,0.1,C,270000000,270000000
продажа,Свободного назначения,881-890,1,0.1,C,63800000,63800000
продажа,Свободного назначения,4401-4410,1,0.1,C,250000000,250000000
продажа,Свободного назначения,711-720,1,0.1,C,184000000,184000000
продажа,Свободного назначения,14391-14400,1,0.1,C,60000000,60000000
продажа,Свободного назначения,6321-6330,1,0.1,C,11900001,11900001
продажа,Свободного назначения,1691-1700,1,0.1,C,7600000,7600000
продажа,Свободного назначения,2681-2690,1,0.1,C,330000000,330000000
продажа,Свободного назначения,701-710,1,0.1,C,55000000,55000000
продажа,Свободного назначения,791-800,1,0.1,C,100000000,100000000
продажа,Свободного назначения,6501-6510,1,0.1,C,411700000,411700000
продажа,Свободного назначения,7371-7380,1,0.1,C,700000000,700000000
продажа,Свободного назначения,14001-14010,1,0.1,C,200000000,200000000
продажа,Свободного назначения,1371-1380,1,0.1,C,154000000,154000000
продажа,Свободного назначения,2061-2070,1,0.1,C,205000000,205000000
продажа,Свободного назначения,1271-1280,1,0.1,C,30500000,30500000
продажа,Свободного назначения,2271-2280,1,0.1,C,187000000,187000000
продажа,Свободного назначения,731-740,1,0.1,C,60000000,60000000
продажа,Свободного назначения,2381-2390,1,0.1,C,135000000,135000000
продажа,Свободного назначения,1771-1780,1,0.1,C,35000000,35000000
продажа,Свободного назначения,1431-1440,1,0.1,C,150000000,150000000
продажа,Свободного назначения,1951-1960,1,0.1,C,379649984,379649984
продажа,Свободного назначения,1411-1420,1,0.1,C,153000000,153000000
продажа,Свободного назначения,781-790,1,0.1,C,17000000,17000000
продажа,Свободного назначения,1041-1050,1,0.1,C,8000000,8000000
продажа,Свободного назначения,691-700,1,0.1,C,140000000,140000000
продажа,Свободного назначения,311-320,1,0.1,C,68688000,68688000
продажа,Свободного назначения,541-550,1,0.1,C,55000000,55000000
продажа,Свободного назначения,1461-1470,1,0.1,C,260000000,260000000
продажа,Свободного назначения,1631-1640,1,0.1,C,135000000,135000000
продажа,Свободного назначения,671-680,1,0.1,C,115000000,115000000
продажа,Свободного назначения,2961-2970,1,0.1,C,51000000,51000000
продажа,Свободного назначения,11001-11010,1,0.1,C,170000000,170000000
продажа,Свободного назначения,1521-1530,1,0.1,C,160000000,160000000
продажа,Свободного назначения,2131-2140,1,0.1,C,340000000,340000000
продажа,Свободного назначения,651-660,1,0.1,C,105000000,105000000
продажа,Свободного назначения,2211-2220,1,0.1,C,9000000,9000000
продажа,Свободного назначения,621-630,1,0.1,C,82500000,82500000
продажа,Свободного назначения,571-580,1,0.1,C,38000000,38000000
продажа,Свободного назначения,811-820,1,0.1,C,39950000,39950000
продажа,Свободного назначения,511-520,1,0.1,C,26000000,26000000
продажа,Свободного назначения,521-530,1,0.1,C,110335000,110335000
продажа,Свободного назначения,861-870,1,0.1,C,51177900,51177900
продажа,Свободного назначения,601-610,1,0.1,C,35654000,35654000
продажа,Свободного назначения,1241-1250,1,0.1,C,25644150,25644150
продажа,Свободного назначения,1441-1450,1,0.1,C,99000000,99000000
продажа,Свободного назначения,1611-1620,1,0.1,C,130000000,130000000
продажа,Свободного назначения,2331-2340,1,0.1,C,159000000,159000000
продажа,Свободного назначения,2781-2790,1,0.1,C,14500000,14500000
продажа,Свободного назначения,801-810,1,0.1,C,22000000,22000000
продажа,Свободного назначения,1501-1510,1,0.1,C,25730000,25730000
продажа,Свободного назначения,531-540,1,0.1,C,147680000,147680000
продажа,Торговое помещение,61-70,31,9.7,A+,8562835,6900000
продажа,Торговое помещение,41-50,23,7.2,A+,9785957,9088000
продажа,Торговое помещение,51-60,21,6.6,A+,10616024,9000000
продажа,Торговое помещение,71-80,21,6.6,A+,15084833,12500000
продажа,Торговое помещение,31-40,17,5.3,A+,6373147,5600000
продажа,Торговое помещение,81-90,15,4.7,A+,12114333,12900000
продажа,Торговое помещение,101-110,15,4.7,A+,14383227,16500000
продажа,Торговое помещение,121-130,13,4.1,A+,11834039,11500000
продажа,Торговое помещение,21-30,13,4.1,A,3678846,3195000
продажа,Торговое помещение,91-100,11,3.5,A,17941364,18600000
продажа,Торговое помещение,131-140,11,3.5,A,14011818,11500000
продажа,Торговое помещение,11-20,11,3.5,A,1494227,1050000
продажа,Торговое помещение,181-190,7,2.2,A,14029714,8900000
продажа,Торговое помещение,151-160,7,2.2,A,12521429,10350000
продажа,Торговое помещение,221-230,6,1.9,A,19603000,21000000
продажа,Торговое помещение,261-270,6,1.9,A,32300000,39000000
продажа,Торговое помещение,111-120,6,1.9,A,15066666,17000000
продажа,Торговое помещение,141-150,6,1.9,B,17132092,18752550
продажа,Торговое помещение,161-170,4,1.3,B,18800000,25000000
продажа,Торговое помещение,171-180,3,0.9,B,9550000,11500000
продажа,Торговое помещение,271-280,3,0.9,B,27530000,29990000
продажа,Торговое помещение,601-610,3,0.9,B,46166667,35000000
продажа,Торговое помещение,341-350,3,0.9,B,55166667,66000000
продажа,Торговое помещение,381-390,2,0.6,B,57500000,90000000
продажа,Торговое помещение,191-200,2,0.6,B,17000000,25000000
продажа,Торговое помещение,311-320,2,0.6,B,23900000,24800000
продажа,Торговое помещение,411-420,2,0.6,B,61000000,104000000
продажа,Торговое помещение,321-330,2,0.6,B,21300000,29600000
продажа,Торговое помещение,231-240,2,0.6,B,18250000,28000000
продажа,Торговое помещение,201-210,2,0.6,B,46350000,51500000
продажа,Торговое помещение,531-540,2,0.6,B,20500000,26000000
продажа,Торговое помещение,301-310,2,0.6,B,40140000,57500000
продажа,Торговое помещение,281-290,2,0.6,B,15342500,24250000
продажа,Торговое помещение,211-220,2,0.6,B,11250000,11500000
продажа,Торговое помещение,361-370,2,0.6,B,48000000,67000000
продажа,Торговое помещение,20131-20140,1,0.3,B,199000000,199000000
продажа,Торговое помещение,1361-1370,1,0.3,B,170000000,170000000
продажа,Торговое помещение,1041-1050,1,0.3,B,90000000,90000000
продажа,Торговое помещение,2771-2780,1,0.3,B,432000000,432000000
продажа,Торговое помещение,611-620,1,0.3,B,36000000,36000000
продажа,Торговое помещение,421-430,1,0.3,B,24000000,24000000
продажа,Торговое помещение,541-550,1,0.3,C,46500000,46500000
продажа,Торговое помещение,1291-1300,1,0.3,C,250000000,250000000
продажа,Торговое помещение,1431-1440,1,0.3,C,320000000,320000000
продажа,Торговое помещение,2931-2940,1,0.3,C,300000000,300000000
продажа,Торговое помещение,241-250,1,0.3,C,25750000,25750000
продажа,Торговое помещение,371-380,1,0.3,C,31900000,31900000
продажа,Торговое помещение,831-840,1,0.3,C,26000000,26000000
продажа,Торговое помещение,1111-1120,1,0.3,C,150000000,150000000
продажа,Торговое помещение,821-830,1,0.3,C,150000000,150000000
продажа,Торговое помещение,501-510,1,0.3,C,27000000,27000000
продажа,Торговое помещение,431-440,1,0.3,C,27000000,27000000
продажа,Торговое помещение,1051-1060,1,0.3,C,82460000,82460000
продажа,Торговое помещение,641-650,1,0.3,C,175000000,175000000
продажа,Торговое помещение,631-640,1,0.3,C,100000000,100000000
продажа,Торговое помещение,671-680,1,0.3,C,15000000,15000000
продажа,Торговое помещение,1481-1490,1,0.3,C,95000000,95000000
продажа,Торговое помещение,331-340,1,0.3,C,39900000,39900000
продажа,Торговое помещение,251-260,1,0.3,C,22300000,22300000
продажа,Торговое помещение,961-970,1,0.3,C,42000000,42000000
продажа,Торговое помещение,521-530,1,0.3,C,20000000,20000000
продажа,Торговое помещение,1101-1110,1,0.3,C,185000000,185000000
продажа,Торговое помещение,581-590,1,0.3,C,132500000,132500000
продажа,Торговое помещение,451-460,1,0.3,C,60000000,60000000
продажа,Торговое помещение,811-820,1,0.3,C,160000000,160000000
продажа,Торговое помещение,1-10,1,0.3,C,1500000,1500000
продажа,Торговое помещение,1001-1010,1,0.3,C,57000000,57000000
продажа,Торговое помещение,471-480,1,0.3,C,26000000,26000000
продажа,Торговое помещение,2781-2790,1,0.3,C,1000000,1000000
продажа,Торговое помещение,511-520,1,0.3,C,90000000,90000000
продажа,Торговое помещение,1241-1250,1,0.3,C,2950000,2950000
продажа,Торговое помещение,2301-2310,1,0.3,C,75000000,75000000
продажа,Торговое помещение,1721-1730,1,0.3,C,50000000,50000000
