deal_type,obj_type,district,count,share_pct,grade,rank
продажа,Торговое помещение,Московский п.,3,0.9,A,25
продажа,Торговое помещение,Ново-Патрушево мкр.,3,0.9,A,26
продажа,Торговое помещение,Воровского,3,0.9,A,27
продажа,Торговое помещение,Тугулым пгт,3,0.9,A,28
продажа,Торговое помещение,Тюменский 3-й мкр.,3,0.9,A,29
продажа,Торговое помещение,Центр: Дом печати,3,0.9,A,30
продажа,Торговое помещение,Ярково с.,3,0.9,A,31
продажа,Торговое помещение,Комарово Парк мкр.,3,0.9,A,32
продажа,Торговое помещение,МЖК,2,0.6,B,33
продажа,Торговое помещение,Падерина д.,2,0.6,B,34
продажа,Торговое помещение,микрорайон Тарманы,2,0.6,B,35
продажа,Торговое помещение,Плеханово,2,0.6,B,36
продажа,Торговое помещение,Винзили рп.,2,0.6,B,37
продажа,Торговое помещение,микрорайон Матмасы,2,0.6,B,38
продажа,Торговое помещение,Дударева д.,2,0.6,B,39
продажа,Торговое помещение,Тюменская слобода мкр.,2,0.6,B,40
продажа,Торговое помещение,Южный,2,0.6,B,41
продажа,Торговое помещение,микрорайон Антипино,2,0.6,B,42
продажа,Торговое помещение,микрорайон ДОК,2,0.6,B,43
продажа,Торговое помещение,Европейский мкр.,2,0.6,B,44
продажа,Торговое помещение,Андреевский,2,0.6,B,45
продажа,Торговое помещение,Мальково с.,2,0.6,B,46
продажа,Торговое помещение,5 мкр,2,0.6,B,47
продажа,Торговое помещение,У озера квартал,2,0.6,B,48
продажа,Торговое помещение,Лесобаза: Казачьи Луга мкр.,2,0.6,B,49
продажа,Торговое помещение,4 мкр,2,0.6,B,50
продажа,Торговое помещение,Долина Есаулова КП,1,0.3,B,51
продажа,Торговое помещение,Тарманы мкр.,1,0.3,B,52
продажа,Торговое помещение,Горьковка с.,1,0.3,B,53
продажа,Торговое помещение,Новотарманский п.,1,0.3,B,54
продажа,Торговое помещение,Борки с.,1,0.3,B,55
продажа,Торговое помещение,Гилёва д.,1,0.3,B,56
продажа,Торговое помещение,Комарово мкр.,1,0.3,B,57
продажа,Торговое помещение,микрорайон Войновка,1,0.3,B,58
продажа,Торговое помещение,Восточный 2 мкр.,1,0.3,B,59
продажа,Торговое помещение,микрорайон Труфаново,1,0.3,B,60
продажа,Торговое помещение,Сладково с,1,0.3,B,61
продажа,Торговое помещение,Каскара с.,1,0.3,B,62
продажа,Торговое помещение,жилой комплекс Космо,1,0.3,B,63
продажа,Торговое помещение,Геолог-2 с/о,1,0.3,C,64
продажа,Торговое помещение,Сельмаш,1,0.3,C,65
продажа,Торговое помещение,Рафайлово,1,0.3,C,66
продажа,Торговое помещение,1-й Заречный мкр,1,0.3,C,67
продажа,Торговое помещение,Дубровное с.,1,0.3,C,68
продажа,Торговое помещение,Лесная поляна с/о (Салаирский тракт),1,0.3,C,69
продажа,Торговое помещение,Насекина д.,1,0.3,C,70
продажа,Торговое помещение,Лесобаза: Тура мкр,1,0.3,C,71
продажа,Торговое помещение,Кошуки,1,0.3,C,72
продажа,Торговое помещение,Лесозаводский,1,0.3,C,73
продажа,Торговое помещение,Серебряный бор с/о,1,0.3,C,74
продажа,Торговое помещение,Боровский рп.,1,0.3,C,75
продажа,Торговое помещение,КСМ,1,0.3,C,76
продажа,Торговое помещение,Мотуши,1,0.3,C,77
продажа,Торговое помещение,Тазовский п.,1,0.3,C,78
продажа,Торговое помещение,Чайка с/о (Велижанский тракт),1,0.3,C,79
продажа,Торговое помещение,Ембаево с.,1,0.3,C,80
продажа,Торговое помещение,Зырянка д.,1,0.3,C,81
продажа,Торговое помещение,Богандинский пгт,1,0.3,C,82
продажа,Торговое помещение,5-й Заречный мкр,1,0.3,C,83
продажа,Торговое помещение,Калининский округ,1,0.3,C,84
продажа,Торговое помещение,3 мкр,1,0.3,C,85
продажа,Торговое помещение,Боровое с/о,1,0.3,C,86
продажа,Торговое помещение,Маяк мкр.,1,0.3,C,87
продажа,Торговое помещение,Русское поле с/о,1,0.3,C,88
продажа,Торговое помещение,6-й микрорайон,1,0.3,C,89
продажа,Торговое помещение,Войновка мкр.,1,0.3,C,90
продажа,Торговое помещение,Салаирка с.,1,0.3,C,91
продажа,Торговое помещение,Восточный р-н,1,0.3,C,92
продажа,Торговое помещение,Перевалово с.,1,0.3,C,93
продажа,Торговое помещение,Самотлор с/о,1,0.3,C,94
продажа,Торговое помещение,Заречный мкр.,1,0.3,C,95
