deal_type,obj_type,district,area_range,count,min_price_sqm,median_price_sqm,max_price_sqm,min_price,median_price,max_price
аренда,Торговое помещение,Европейский мкр.,171-180,1,1800,1800,1800,318600,318600,318600
аренда,Торговое помещение,Европейский мкр.,181-190,1,1657,1657,1657,311520,311520,311520
аренда,Торговое помещение,Европейский мкр.,361-370,1,1246,1246,1246,459700,459700,459700
аренда,Торговое помещение,Европейский мкр.,481-490,1,931,931,931,456000,456000,456000
аренда,Офисное помещение,Гилевская Роща,441-450,1,431,431,431,193000,193000,193000
аренда,База/склад/производство,Гилевская Роща,261-270,1,788,788,788,206042,206042,206042
аренда,Свободного назначения,Центр: Исторический,331-340,1,760,760,760,254500,254500,254500
аренда,Свободного назначения,6-й микрорайон,661-670,1,1201,1201,1201,800000,800000,800000
аренда,Свободного назначения,3 мкр,81-90,1,855,855,855,76500,76500,76500
аренда,Свободного назначения,6-й микрорайон,491-500,1,1501,1501,1501,740000,740000,740000
аренда,Свободного назначения,6-й микрорайон,501-510,1,1501,1501,1501,755000,755000,755000
аренда,Свободного назначения,6-й микрорайон,411-420,1,1300,1300,1300,540800,540800,540800
аренда,Свободного назначения,Рощино мкр.,91-100,1,698,698,698,70000,70000,70000
аренда,Торговое помещение,3 мкр,81-90,1,833,833,833,75000,75000,75000
аренда,Офисное помещение,Тюменская слобода мкр.,11-20,1,1000,1000,1000,15000,15000,15000
аренда,Офисное помещение,Дом Обороны,121-130,1,903,903,903,117900,117900,117900
аренда,Свободного назначения,микрорайон Зайкова,341-350,1,714,714,714,250000,250000,250000
аренда,Офисное помещение,null,971-980,1,900,900,900,882000,882000,882000
аренда,Свободного назначения,Центр: Дом печати,391-400,1,750,750,750,300000,300000,300000
аренда,База/склад/производство,Гилевская Роща,1471-1480,1,735,735,735,1083537,1083537,1083537
аренда,Свободного назначения,5-й Заречный мкр,781-790,1,800,800,800,626400,626400,626400
аренда,База/склад/производство,null,1361-1370,1,401,401,401,546000,546000,546000
аренда,База/склад/производство,посёлок Новорощино,141-150,1,692,692,692,100000,100000,100000
аренда,База/склад/производство,посёлок Новорощино,751-760,1,595,595,595,450000,450000,450000
аренда,Торговое помещение,Стрела,71-80,1,1053,1053,1053,80000,80000,80000
аренда,Торговое помещение,Рощино мкр.,81-90,1,778,778,778,70000,70000,70000
аренда,Свободного назначения,Лесобаза: Казачьи Луга мкр.,31-40,1,1667,1667,1667,60000,60000,60000
аренда,Торговое помещение,Ново-Патрушево мкр.,81-90,1,1100,1100,1100,93500,93500,93500
аренда,База/склад/производство,Воровского,121-130,1,385,385,385,50000,50000,50000
аренда,База/склад/производство,Воровского,271-280,1,357,357,357,100000,100000,100000
аренда,База/склад/производство,Воровского,61-70,1,769,769,769,50000,50000,50000
аренда,Торговое помещение,Горьковка с.,231-240,1,1000,1000,1000,231800,231800,231800
аренда,База/склад/производство,Ленинский округ,971-980,1,204,204,204,200000,200000,200000
аренда,База/склад/производство,Ленинский округ,1691-1700,1,118,118,118,200000,200000,200000
аренда,Свободного назначения,Тарманы мкр.,41-50,1,1250,1250,1250,60000,60000,60000
аренда,Свободного назначения,микрорайон Матмасы,411-420,1,650,650,650,272480,272480,272480
аренда,Торговое помещение,Дударева д.,41-50,1,1000,1000,1000,42380,42380,42380
аренда,Торговое помещение,МЖК,131-140,1,1540,1540,1540,210000,210000,210000
аренда,База/склад/производство,Тарманы мкр.,351-360,1,700,700,700,252000,252000,252000
аренда,Торговое помещение,Комарово мкр.,241-250,1,900,900,900,225000,225000,225000
аренда,Торговое помещение,Тюменский 3-й мкр.,151-160,1,1500,1500,1500,240000,240000,240000
аренда,База/склад/производство,Гилевская Роща,501-510,1,500,500,500,252000,252000,252000
аренда,Торговое помещение,Центр: КПД,241-250,1,1800,1800,1800,450000,450000,450000
аренда,Свободного назначения,Рабочий посёлок мкр.,141-150,1,880,880,880,130000,130000,130000
аренда,Свободного назначения,Московский тракт мкр.,91-100,1,1000,1000,1000,96000,96000,96000
аренда,Офисное помещение,Рабочий посёлок мкр.,61-70,1,597,597,597,37500,37500,37500
аренда,Офисное помещение,Рабочий посёлок мкр.,21-30,1,605,605,605,15000,15000,15000
аренда,Офисное помещение,Рабочий посёлок мкр.,51-60,1,599,599,599,35800,35800,35800
аренда,Офисное помещение,Дом Обороны,271-280,1,1000,1000,1000,278000,278000,278000
аренда,Свободного назначения,Центр: КПД,201-210,1,1700,1700,1700,357000,357000,357000
аренда,Свободного назначения,микрорайон Гилёво,91-100,1,729,729,729,70000,70000,70000
аренда,Свободного назначения,Центр: Исторический,591-600,1,1000,1000,1000,600000,600000,600000
аренда,База/склад/производство,Центр: КПД,211-220,1,850,850,850,183600,183600,183600
аренда,Свободного назначения,Боровский рп.,291-300,1,344,344,344,100000,100000,100000
аренда,Свободного назначения,Электрон,591-600,1,917,917,917,550000,550000,550000
аренда,База/склад/производство,Горьковка с.,131-140,1,1449,1449,1449,200000,200000,200000
аренда,База/склад/производство,Винзили рп.,271-280,1,523,523,523,145000,145000,145000
аренда,Свободного назначения,Луговое с.,181-190,1,1373,1373,1373,250000,250000,250000
аренда,Торговое помещение,Червишевский тракт мкр.,41-50,1,2500,2500,2500,110250,110250,110250
аренда,База/склад/производство,район пос. Антипино,481-490,1,739,739,739,360000,360000,360000
аренда,Свободного назначения,Московский тракт мкр.,161-170,1,793,793,793,130000,130000,130000
аренда,Свободного назначения,Ново-Патрушево мкр.,61-70,1,1462,1462,1462,100000,100000,100000
аренда,Свободного назначения,У озера квартал,31-40,1,1032,1032,1032,42000,42000,42000
аренда,Свободного назначения,null,241-250,1,800,800,800,200000,200000,200000
аренда,Свободного назначения,СМП,1491-1500,1,500,500,500,750000,750000,750000
аренда,База/склад/производство,Восточный 2 мкр.,1261-1270,1,751,751,751,950000,950000,950000
аренда,Свободного назначения,1-й Заречный мкр,241-250,1,800,800,800,200000,200000,200000
аренда,Торговое помещение,1-й Заречный мкр,511-520,1,754,754,754,390000,390000,390000
аренда,Свободного назначения,район пос. Антипино,391-400,1,800,800,800,320000,320000,320000
аренда,Свободного назначения,Юргинское с.,1-10,1,300,300,300,3000,3000,3000
аренда,Свободного назначения,Юргинское с.,11-20,1,300,300,300,5670,5670,5670
аренда,Свободного назначения,Юргинское с.,31-40,1,300,300,300,9570,9570,9570
аренда,Свободного назначения,Автотранспортник-2 с/о,91-100,1,1000,1000,1000,100000,100000,100000
аренда,Свободного назначения,Княжева мкр.,401-410,1,978,978,978,400000,400000,400000
аренда,Свободного назначения,ДОК,31-40,1,1800,1800,1800,67860,67860,67860
аренда,Торговое помещение,3-й Заречный мкр,111-120,1,1610,1610,1610,190000,190000,190000
аренда,Торговое помещение,Червишевский тракт мкр.,1-10,1,1300,1300,1300,13650,13650,13650
аренда,Торговое помещение,Червишевский тракт мкр.,131-140,1,1300,1300,1300,177450,177450,177450
аренда,Торговое помещение,3-й Заречный мкр,331-340,1,1100,1100,1100,371800,371800,371800
аренда,Торговое помещение,2 мкр,91-100,1,1500,1500,1500,147750,147750,147750
аренда,Свободного назначения,1-й Заречный мкр,41-50,1,962,962,962,45000,45000,45000
аренда,База/склад/производство,Перевалово с.,1491-1500,1,700,700,700,1048600,1048600,1048600
аренда,Свободного назначения,Тугулым пгт,111-120,1,500,500,500,60000,60000,60000
аренда,База/склад/производство,Луговое с.,311-320,1,814,814,814,259000,259000,259000
аренда,Свободного назначения,Центр: КПД,1311-1320,1,1526,1526,1526,2000000,2000000,2000000
аренда,База/склад/производство,Ембаево с.,471-480,1,292,292,292,140000,140000,140000
аренда,Офисное помещение,СМП,41-50,1,1111,1111,1111,50000,50000,50000
аренда,База/склад/производство,ДОК,101-110,1,709,709,709,78000,78000,78000
аренда,Свободного назначения,Тюменский 2-й мкр.,151-160,1,1295,1295,1295,200200,200200,200200
аренда,Свободного назначения,Борки с.,61-70,1,797,797,797,55000,55000,55000
аренда,Торговое помещение,посёлок Букино,101-110,1,909,909,909,100000,100000,100000
аренда,Свободного назначения,Купеческий квартал КП,141-150,1,1000,1000,1000,150000,150000,150000
аренда,Свободного назначения,Борки с.,111-120,1,800,800,800,90400,90400,90400
аренда,Свободного назначения,Борки с.,141-150,1,800,800,800,113600,113600,113600
аренда,Свободного назначения,Борки с.,321-330,1,800,800,800,262400,262400,262400
аренда,База/склад/производство,Борки с.,291-300,1,400,400,400,118400,118400,118400
аренда,Свободного назначения,Московский тракт мкр.,791-800,1,1300,1300,1300,1040000,1040000,1040000
аренда,Свободного назначения,Московский тракт мкр.,2151-2160,1,1300,1300,1300,2808000,2808000,2808000
аренда,Торговое помещение,5-й Заречный мкр,231-240,1,1200,1200,1200,283680,283680,283680
аренда,Свободного назначения,микрорайон Тюменский-1,151-160,1,1500,1500,1500,240000,240000,240000
аренда,Свободного назначения,Тугулым пгт,41-50,1,1222,1222,1222,55000,55000,55000
аренда,Торговое помещение,Стрела,321-330,1,500,500,500,162500,162500,162500
аренда,Свободного назначения,Центр: Драмтеатр,281-290,1,801,801,801,230000,230000,230000
аренда,База/склад/производство,Лесобаза мкр.,491-500,1,500,500,500,250000,250000,250000
аренда,Офисное помещение,2 мкр,21-30,1,1071,1071,1071,30000,30000,30000
аренда,Офисное помещение,5-й Заречный мкр,41-50,1,1000,1000,1000,50000,50000,50000
аренда,Офисное помещение,Мыс мкр.,191-200,1,1200,1200,1200,229200,229200,229200
аренда,Офисное помещение,Центр: Исторический,201-210,1,1200,1200,1200,246000,246000,246000
аренда,База/склад/производство,Лесобаза мкр.,991-1000,1,500,500,500,500000,500000,500000
аренда,Торговое помещение,Центр: Драмтеатр,131-140,1,2504,2504,2504,328000,328000,328000
аренда,Торговое помещение,Центральный округ,531-540,1,1267,1267,1267,684000,684000,684000
аренда,Свободного назначения,Восточный 2 мкр.,211-220,1,1200,1200,1200,258000,258000,258000
аренда,Свободного назначения,Тюменский 3-й мкр.,291-300,1,600,600,600,180000,180000,180000
аренда,База/склад/производство,null,471-480,1,400,400,400,192000,192000,192000
аренда,Свободного назначения,Центральный округ,291-300,1,600,600,600,180000,180000,180000
аренда,База/склад/производство,null,711-720,1,400,400,400,288000,288000,288000
аренда,Свободного назначения,Центральный округ,921-930,1,987,987,987,918000,918000,918000
аренда,Торговое помещение,Войновка мкр.,401-410,1,900,900,900,362979,362979,362979
аренда,Торговое помещение,Войновка мкр.,391-400,1,900,900,900,355248,355248,355248
аренда,Торговое помещение,Войновка мкр.,341-350,1,700,700,700,244839,244839,244839
аренда,Торговое помещение,Войновка мкр.,1701-1710,1,900,900,900,1534050,1534050,1534050
аренда,Торговое помещение,Войновка мкр.,281-290,1,700,700,700,202461,202461,202461
аренда,Торговое помещение,Войновка мкр.,291-300,1,700,700,700,209860,209860,209860
аренда,Торговое помещение,Войновка мкр.,1381-1390,1,700,700,700,973252,973252,973252
аренда,Торговое помещение,Луговое с.,91-100,1,1100,1100,1100,100540,100540,100540
аренда,Офисное помещение,Дударева д.,131-140,1,758,758,758,100000,100000,100000
аренда,Офисное помещение,Трудовик с/о,61-70,1,952,952,952,60000,60000,60000
аренда,Офисное помещение,Купеческий квартал КП,121-130,1,385,385,385,50000,50000,50000
аренда,Свободного назначения,Лесобаза мкр.,181-190,1,806,806,806,150000,150000,150000
аренда,Свободного назначения,Югра мкр.,101-110,1,1004,1004,1004,109000,109000,109000
аренда,Торговое помещение,Воровского,101-110,1,1000,1000,1000,109000,109000,109000
аренда,База/склад/производство,null,501-510,1,500,500,500,252000,252000,252000
аренда,База/склад/производство,null,1121-1130,1,600,600,600,673800,673800,673800
аренда,Свободного назначения,Ново-Патрушево мкр.,131-140,1,1200,1200,1200,160440,160440,160440
аренда,Свободного назначения,Винзили рп.,291-300,1,233,233,233,70000,70000,70000
аренда,База/склад/производство,null,881-890,1,113,113,113,100000,100000,100000
аренда,База/склад/производство,null,1281-1290,1,401,401,401,516000,516000,516000
аренда,Свободного назначения,2 мкр,71-80,1,688,688,688,55000,55000,55000
аренда,Свободного назначения,Центр: Исторический,81-90,1,1120,1120,1120,98000,98000,98000
аренда,База/склад/производство,Гилевская Роща,751-760,1,700,700,700,527940,527940,527940
аренда,Свободного назначения,Плеханово,1491-1500,1,1200,1200,1200,1800000,1800000,1800000
аренда,Свободного назначения,микрорайон Казарово,361-370,1,1570,1570,1570,570000,570000,570000
аренда,Торговое помещение,Тюменский 2-й мкр.,151-160,1,1500,1500,1500,226500,226500,226500
аренда,Свободного назначения,Комарово мкр.,531-540,1,893,893,893,477440,477440,477440
аренда,Свободного назначения,Дударева д.,91-100,1,1200,1200,1200,115776,115776,115776
аренда,База/склад/производство,микрорайон Парфёново,331-340,1,414,414,414,140000,140000,140000
аренда,Свободного назначения,микрорайон Парфёново,131-140,1,431,431,431,60000,60000,60000
аренда,Свободного назначения,микрорайон Парфёново,151-160,1,387,387,387,60000,60000,60000
аренда,Офисное помещение,3-й Заречный мкр,21-30,1,1200,1200,1200,25800,25800,25800
аренда,Свободного назначения,СМП,51-60,1,1500,1500,1500,90000,90000,90000
аренда,Торговое помещение,Центр: Драмтеатр,371-380,1,1500,1500,1500,568950,568950,568950
аренда,База/склад/производство,микрорайон Парфёново,271-280,1,545,545,545,150000,150000,150000
аренда,Торговое помещение,3-й Заречный мкр,151-160,1,1291,1291,1291,200000,200000,200000
аренда,Торговое помещение,Нижняя Тавда с.,711-720,1,479,479,479,345000,345000,345000
аренда,Свободного назначения,Плеханово,321-330,1,1500,1500,1500,495000,495000,495000
аренда,Торговое помещение,Стрела,181-190,1,500,500,500,93500,93500,93500
аренда,Торговое помещение,Стрела,131-140,1,500,500,500,70000,70000,70000
аренда,Свободного назначения,Восточный р-н,111-120,1,877,877,877,100000,100000,100000
аренда,Торговое помещение,Винзили рп.,251-260,1,769,769,769,200000,200000,200000
аренда,Свободного назначения,Нижняя Тавда с.,91-100,1,500,500,500,50000,50000,50000
аренда,Свободного назначения,Нижняя Тавда с.,301-310,1,461,461,461,140000,140000,140000
аренда,База/склад/производство,Горьковское МО,1441-1450,1,500,500,500,725000,725000,725000
аренда,База/склад/производство,Богандинский пгт,1051-1060,1,100,100,100,105600,105600,105600
аренда,База/склад/производство,5-й Заречный мкр,1991-2000,1,110,110,110,220000,220000,220000
аренда,Свободного назначения,Центр: Исторический,181-190,1,481,481,481,90000,90000,90000
аренда,Свободного назначения,микрорайон Березняковский,421-430,1,1300,1300,1300,559000,559000,559000
аренда,Свободного назначения,Нефтяников мкр.,91-100,1,800,800,800,80000,80000,80000
аренда,Торговое помещение,микрорайон Тюменский-1,41-50,1,1000,1000,1000,48400,48400,48400
аренда,Офисное помещение,Тюменский 3-й мкр.,81-90,1,966,966,966,85000,85000,85000
аренда,Торговое помещение,Московский тракт мкр.,71-80,1,497,497,497,39000,39000,39000
аренда,Торговое помещение,Центр: КПД,21-30,1,1000,1000,1000,25000,25000,25000
аренда,База/склад/производство,Заречный мкр.,1-10,1,1667,1667,1667,5000,5000,5000
аренда,База/склад/производство,СМП,191-200,1,400,400,400,80000,80000,80000
аренда,База/склад/производство,Дом Обороны,2631-2640,1,139,139,139,365000,365000,365000
аренда,Офисное помещение,Центр: Драмтеатр,141-150,1,768,768,768,115000,115000,115000
аренда,Торговое помещение,Московский тракт мкр.,11-20,1,1250,1250,1250,25000,25000,25000
аренда,Свободного назначения,У озера квартал,11-20,1,1226,1226,1226,19000,19000,19000
аренда,Свободного назначения,Центр: Дом печати,341-350,1,432,432,432,150000,150000,150000
аренда,Торговое помещение,Центр: Дом печати,91-100,1,1505,1505,1505,140000,140000,140000
аренда,База/склад/производство,Московский тракт мкр.,461-470,1,684,684,684,320000,320000,320000
аренда,Торговое помещение,6-й микрорайон,1991-2000,1,1000,1000,1000,2000000,2000000,2000000
аренда,Свободного назначения,Тюменский 2-й мкр.,291-300,1,1000,1000,1000,300000,300000,300000
аренда,Свободного назначения,Центр: Исторический,661-670,1,2000,2000,2000,1324000,1324000,1324000
аренда,Свободного назначения,Центр: КПД,211-220,1,773,773,773,170000,170000,170000
аренда,Свободного назначения,Центр: Исторический,601-610,1,1000,1000,1000,606800,606800,606800
аренда,База/склад/производство,Падерина д.,111-120,1,708,708,708,80000,80000,80000
аренда,Коммерческий участок,null,18871-18880,1,16,16,16,300000,300000,300000
аренда,Торговое помещение,Нижняя Тавда с.,51-60,1,550,550,550,30000,30000,30000
аренда,Свободного назначения,Лесная поляна КП,61-70,1,612,612,612,40000,40000,40000
аренда,Торговое помещение,Богандинский пгт,91-100,1,1041,1041,1041,100000,100000,100000
аренда,Офисное помещение,Маяк мкр.,41-50,1,1500,1500,1500,73200,73200,73200
аренда,Офисное помещение,Маяк мкр.,21-30,1,1500,1500,1500,42000,42000,42000
аренда,База/склад/производство,Дом Обороны,571-580,1,802,802,802,460000,460000,460000
аренда,Торговое помещение,Маяк мкр.,51-60,1,1000,1000,1000,60000,60000,60000
аренда,Офисное помещение,Центр: Дом печати,541-550,1,1654,1654,1654,900000,900000,900000
аренда,Свободного назначения,Дом Обороны,561-570,1,886,886,886,499000,499000,499000
аренда,Свободного назначения,Нижняя Тавда с.,361-370,1,500,500,500,183775,183775,183775
аренда,База/склад/производство,Дом Обороны,241-250,1,385,385,385,94250,94250,94250
аренда,База/склад/производство,ДОК,1081-1090,1,950,950,950,1031700,1031700,1031700
аренда,База/склад/производство,ДОК,121-130,1,713,713,713,87000,87000,87000
аренда,Свободного назначения,Югра мкр.,21-30,1,500,500,500,12500,12500,12500
аренда,Свободного назначения,Нефтяников мкр.,281-290,1,283,283,283,80000,80000,80000
аренда,База/склад/производство,null,661-670,1,375,375,375,250000,250000,250000
аренда,Свободного назначения,Московский п.,841-850,1,1000,1000,1000,850000,850000,850000
аренда,Свободного назначения,МЖК,431-440,1,1000,1000,1000,440000,440000,440000
аренда,Торговое помещение,микрорайон Восточный,141-150,1,1250,1250,1250,180000,180000,180000
аренда,Торговое помещение,ДОК,41-50,1,2000,2000,2000,98200,98200,98200
аренда,Торговое помещение,Падерина д.,71-80,1,625,625,625,50000,50000,50000
аренда,Свободного назначения,3-й Заречный мкр,91-100,1,875,875,875,84900,84900,84900
аренда,Торговое помещение,Каскара с.,141-150,1,1000,1000,1000,150000,150000,150000
аренда,База/склад/производство,Лесобаза мкр.,1091-1100,1,545,545,545,600000,600000,600000
аренда,Свободного назначения,Исетское,1371-1380,1,495,495,495,680000,680000,680000
аренда,Торговое помещение,Богандинский пгт,121-130,1,768,768,768,100000,100000,100000
аренда,База/склад/производство,Матмасы мкр.,591-600,1,750,750,750,450000,450000,450000
аренда,База/склад/производство,Яр с. (Тобольский тракт),211-220,1,318,318,318,70000,70000,70000
аренда,Торговое помещение,МЖК,51-60,1,1721,1721,1721,90000,90000,90000
аренда,Офисное помещение,Тюменский 2-й мкр.,61-70,1,1210,1210,1210,80000,80000,80000
аренда,Торговое помещение,Тюменская слобода мкр.,121-130,1,1500,1500,1500,195750,195750,195750
аренда,Торговое помещение,Тюменская слобода мкр.,91-100,1,1456,1456,1456,135450,135450,135450
аренда,Свободного назначения,Молодежный мкр.,641-650,1,500,500,500,325000,325000,325000
аренда,Торговое помещение,Европейский мкр.,121-130,1,1500,1500,1500,187500,187500,187500
аренда,Свободного назначения,жилой комплекс Дом на Большой Спасской,131-140,1,1189,1189,1189,157000,157000,157000
аренда,Торговое помещение,Лесобаза мкр.,101-110,1,1000,1000,1000,109200,109200,109200
аренда,Свободного назначения,1 мкр,61-70,1,922,922,922,60000,60000,60000
аренда,Свободного назначения,Тюменский 3-й мкр.,71-80,1,1389,1389,1389,110000,110000,110000
аренда,Торговое помещение,Югра мкр.,101-110,1,1200,1200,1200,132600,132600,132600
аренда,Торговое помещение,Югра мкр.,141-150,1,1200,1200,1200,179400,179400,179400
аренда,Свободного назначения,Тюменский 2-й мкр.,251-260,1,1500,1500,1500,380400,380400,380400
аренда,Свободного назначения,Тюменский 2-й мкр.,131-140,1,1500,1500,1500,207750,207750,207750
аренда,Свободного назначения,Нижняя Тавда с.,121-130,1,800,800,800,103000,103000,103000
аренда,База/склад/производство,Гилевская Роща,451-460,1,500,500,500,227500,227500,227500
аренда,Свободного назначения,Центр: Исторический,301-310,1,950,950,950,292980,292980,292980
аренда,Свободного назначения,Стрела,271-280,1,1464,1464,1464,400000,400000,400000
аренда,Свободного назначения,Центр: Студгородок,491-500,1,1000,1000,1000,500000,500000,500000
аренда,База/склад/производство,null,371-380,1,526,526,526,200000,200000,200000
аренда,База/склад/производство,Горьковка с.,691-700,1,229,229,229,160000,160000,160000
аренда,Офисное помещение,Центр: Драмтеатр,1591-1600,1,1150,1150,1150,1840000,1840000,1840000
аренда,Торговое помещение,Центр: Студгородок,61-70,1,1091,1091,1091,68200,68200,68200
аренда,Свободного назначения,3 мкр,11-20,1,1344,1344,1344,25000,25000,25000
аренда,Торговое помещение,Талица,81-90,1,899,899,899,80000,80000,80000
аренда,Свободного назначения,Патрушева д.,291-300,1,749,749,749,220000,220000,220000
аренда,База/склад/производство,Горьковка с.,341-350,1,229,229,229,80000,80000,80000
аренда,Свободного назначения,null,1151-1160,1,650,650,650,752000,752000,752000
аренда,База/склад/производство,Дом Обороны,641-650,1,466,466,466,300000,300000,300000
аренда,База/склад/производство,null,1231-1240,1,949,949,949,1170780,1170780,1170780
аренда,Торговое помещение,Тюменский 2-й мкр.,121-130,1,1154,1154,1154,150000,150000,150000
аренда,Торговое помещение,5 мкр,71-80,1,800,800,800,58400,58400,58400
аренда,Торговое помещение,Центр: Исторический,391-400,1,1100,1100,1100,440000,440000,440000
аренда,Офисное помещение,Югра мкр.,51-60,1,1000,1000,1000,60000,60000,60000
аренда,Офисное помещение,Центр: Драмтеатр,581-590,1,1100,1100,1100,641300,641300,641300
аренда,Торговое помещение,Лесобаза: Тура мкр,431-440,1,1000,1000,1000,436000,436000,436000
аренда,Офисное помещение,Югра мкр.,201-210,1,962,962,962,200000,200000,200000
аренда,Свободного назначения,Комарово Парк мкр.,71-80,1,850,850,850,65000,65000,65000
аренда,Торговое помещение,микрорайон Тарманы,91-100,1,417,417,417,40000,40000,40000
аренда,Торговое помещение,1-й Заречный мкр,641-650,1,888,888,888,577350,577350,577350
аренда,Свободного назначения,Дом Обороны,1241-1250,1,1500,1500,1500,1866000,1866000,1866000
аренда,Свободного назначения,Центр: КПД,251-260,1,1700,1700,1700,438260,438260,438260
аренда,Торговое помещение,Дом Обороны,211-220,1,1500,1500,1500,321450,321450,321450
аренда,Торговое помещение,Дом Обороны,321-330,1,1400,1400,1400,462700,462700,462700
аренда,Офисное помещение,Заречный мкр.,141-150,1,1516,1516,1516,228550,228550,228550
аренда,Торговое помещение,Стрела,551-560,1,651,651,651,360000,360000,360000
аренда,Свободного назначения,Ватутина мкр.,51-60,1,845,845,845,50000,50000,50000
аренда,Торговое помещение,3-й Заречный мкр,81-90,1,1535,1535,1535,130000,130000,130000
аренда,Свободного назначения,Центр: КПД,1031-1040,1,800,800,800,826400,826400,826400
аренда,Свободного назначения,Центр: КПД,181-190,1,2065,2065,2065,380000,380000,380000
аренда,Офисное помещение,1 мкр,91-100,1,916,916,916,85000,85000,85000
аренда,База/склад/производство,null,421-430,1,709,709,709,300000,300000,300000
аренда,Свободного назначения,Тюменский 1-й мкр.,271-280,1,812,812,812,225000,225000,225000
аренда,Свободного назначения,Дударева д.,941-950,1,789,789,789,750000,750000,750000
аренда,Торговое помещение,"микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы",71-80,1,1700,1700,1700,136000,136000,136000
аренда,База/склад/производство,СМП,111-120,1,667,667,667,80000,80000,80000
аренда,Офисное помещение,Центр: Драмтеатр,501-510,1,650,650,650,330000,330000,330000
аренда,Свободного назначения,Дербыши д.,101-110,1,381,381,381,40000,40000,40000
аренда,Торговое помещение,Дударева д.,591-600,1,1000,1000,1000,600000,600000,600000
аренда,Свободного назначения,микрорайон ДОК,171-180,1,802,802,802,138000,138000,138000
аренда,Свободного назначения,Перевалово с.,741-750,1,1500,1500,1500,1125000,1125000,1125000
аренда,Свободного назначения,Решетникова д.,321-330,1,1000,1000,1000,324000,324000,324000
аренда,Офисное помещение,микрорайон Мелиораторов,211-220,1,455,455,455,100000,100000,100000
аренда,Свободного назначения,Боровский рп.,491-500,1,460,460,460,230000,230000,230000
аренда,Свободного назначения,Тюменский 1-й мкр.,31-40,1,1622,1622,1622,60000,60000,60000
аренда,Свободного назначения,Решетникова д.,31-40,1,1000,1000,1000,35000,35000,35000
аренда,Свободного назначения,Решетникова д.,61-70,1,1000,1000,1000,70000,70000,70000
аренда,Свободного назначения,Якуши д.,91-100,1,1000,1000,1000,96000,96000,96000
аренда,Свободного назначения,Якуши д.,41-50,1,1000,1000,1000,48000,48000,48000
аренда,Свободного назначения,Мальково с.,71-80,1,1200,1200,1200,86400,86400,86400
аренда,Свободного назначения,Мальково с.,41-50,1,1200,1200,1200,50400,50400,50400
аренда,Торговое помещение,Комарово Парк мкр.,91-100,1,1000,1000,1000,100000,100000,100000
аренда,Офисное помещение,Центральный округ,31-40,1,800,800,800,28000,28000,28000
аренда,Торговое помещение,Мыс мкр.,1-10,1,1000,1000,1000,10000,10000,10000
аренда,Свободного назначения,Червишевский тракт мкр.,231-240,1,1001,1001,1001,235000,235000,235000
аренда,Свободного назначения,Стрела,1-10,1,750,750,750,7500,7500,7500
аренда,Свободного назначения,Московский тракт мкр.,291-300,1,833,833,833,250000,250000,250000
аренда,Офисное помещение,3 мкр,31-40,1,1000,1000,1000,36000,36000,36000
аренда,Свободного назначения,Гилевская Роща,181-190,1,900,900,900,171000,171000,171000
аренда,База/склад/производство,Антипино мкр.,721-730,1,600,600,600,433200,433200,433200
аренда,Свободного назначения,Заречный мкр.,111-120,1,1130,1130,1130,130000,130000,130000
аренда,Офисное помещение,Рабочий посёлок мкр.,471-480,1,400,400,400,191200,191200,191200
аренда,Офисное помещение,Гилевская Роща,91-100,1,950,950,950,93955,93955,93955
аренда,База/склад/производство,Суходольский мкр.,61-70,1,571,571,571,40000,40000,40000
аренда,Свободного назначения,2-й Заречный мкр,301-310,1,1400,1400,1400,434000,434000,434000
аренда,Свободного назначения,Дербыши д.,51-60,1,455,455,455,25000,25000,25000
аренда,Офисное помещение,1-й Заречный мкр,801-810,1,472,472,472,380000,380000,380000
аренда,Свободного назначения,Тюменский 2-й мкр.,41-50,1,1000,1000,1000,45000,45000,45000
аренда,Торговое помещение,Мыс мкр.,61-70,1,1786,1786,1786,110000,110000,110000
аренда,Свободного назначения,микрорайон Мыс,31-40,1,1000,1000,1000,40000,40000,40000
аренда,База/склад/производство,Антипино мкр.,461-470,1,650,650,650,304200,304200,304200
аренда,Свободного назначения,2-й Заречный мкр,231-240,1,1400,1400,1400,336000,336000,336000
аренда,Офисное помещение,Восточный р-н,61-70,1,1000,1000,1000,64500,64500,64500
аренда,Торговое помещение,Восточный р-н,71-80,1,1100,1100,1100,81400,81400,81400
аренда,База/склад/производство,Бабарынка,991-1000,1,592,592,592,590000,590000,590000
аренда,База/склад/производство,null,581-590,1,1201,1201,1201,698000,698000,698000
аренда,Торговое помещение,Ватутина мкр.,31-40,1,1290,1290,1290,40000,40000,40000
аренда,Свободного назначения,Дударева д.,51-60,1,1098,1098,1098,56000,56000,56000
аренда,Свободного назначения,Винзили рп.,611-620,1,777,777,777,480000,480000,480000
аренда,Офисное помещение,3-й Заречный мкр,171-180,1,684,684,684,120000,120000,120000
аренда,Свободного назначения,Винзили рп.,31-40,1,750,750,750,24750,24750,24750
аренда,Свободного назначения,Винзили рп.,141-150,1,1000,1000,1000,144000,144000,144000
аренда,Свободного назначения,Дом Обороны,191-200,1,794,794,794,152000,152000,152000
аренда,Офисное помещение,Центр: Дом печати,281-290,1,1350,1350,1350,388530,388530,388530
