Тип объекта;Тип заявки;Район;Площадь;Цена
Свободного назначения;Сдать в аренду;Лесобаза мкр.;37.9;40000
База/склад/производство;Сдать в аренду;Центр: Дом печати;3.3;3900
База/склад/производство;Сдать в аренду;Центр: КПД;50.0;25000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;157.3;314600
Свободного назначения;Сдать в аренду;Лесобаза мкр.;35.6;35600
Свободного назначения;Сдать в аренду;Лесобаза мкр.;51.3;51300
Свободного назначения;Сдать в аренду;Лесобаза мкр.;124.8;124800
Свободного назначения;Сдать в аренду;Купеческий квартал КП;150.0;150000
Свободного назначения;Сдать в аренду;Суходольский мкр.;17.0;17000
Свободного назначения;Сдать в аренду;Борки с.;113.0;90400
Свободного назначения;Сдать в аренду;Борки с.;186.0;145600
Свободного назначения;Сдать в аренду;Борки с.;142.0;113600
Свободного назначения;Сдать в аренду;Борки с.;186.0;148800
Свободного назначения;Сдать в аренду;Борки с.;328.0;262400
База/склад/производство;Сдать в аренду;Борки с.;296.0;118400
Свободного назначения;Сдать в аренду;Центр: КПД;128.5;100000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;800.0;1040000
Свободного назначения;Сдать в аренду;Московский тракт мкр.;2160.0;2808000
Торговое помещение;Сдать в аренду;1-й Заречный мкр;100.0;60000
Свободного назначения;Сдать в аренду;null;78.0;107650
Свободного назначения;Сдать в аренду;null;174.0;240000
Торговое помещение;Сдать в аренду;5-й Заречный мкр;236.4;283680
Свободного назначения;Сдать в аренду;Центр: КПД;130.0;195000
Свободного назначения;Сдать в аренду;микрорайон Тюменский-1;160.0;240000
Свободного назначения;Сдать в аренду;Тугулым пгт;45.0;55000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;59.7;72000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;98.6;120000
Свободного назначения;Сдать в аренду;Центр: КПД;65.6;52500
Торговое помещение;Сдать в аренду;Стрела;325.0;162500
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;287.0;230000
База/склад/производство;Сдать в аренду;Лесобаза мкр.;500.0;250000
Офисное помещение;Сдать в аренду;2 мкр;28.0;30000
Торговое помещение;Сдать в аренду;Плеханово;88.3;106000
Свободного назначения;Сдать в аренду;Мыс мкр.;73.0;116500
Офисное помещение;Сдать в аренду;5-й Заречный мкр;50.0;50000
Офисное помещение;Сдать в аренду;Мыс мкр.;191.0;229200
Свободного назначения;Сдать в аренду;Центр: Исторический;165.0;170000
Офисное помещение;Сдать в аренду;Центр: Исторический;205.0;246000
База/склад/производство;Сдать в аренду;Лесобаза мкр.;1000.0;500000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;131.0;328000
Торговое помещение;Сдать в аренду;Центральный округ;540.0;684000
Свободного назначения;Сдать в аренду;Центр: Дом печати;140.0;200000
Свободного назначения;Сдать в аренду;Тюменский 1-й мкр.;228.5;290000
Свободного назначения;Сдать в аренду;Восточный 2 мкр.;215.0;258000
Офисное помещение;Сдать в аренду;Центр: Исторический;518.3;466470
Торговое помещение;Сдать в аренду;Падерина д.;150.0;150000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;300.2;180000
База/склад/производство;Сдать в аренду;null;1440.0;1080000
База/склад/производство;Сдать в аренду;null;480.0;192000
Свободного назначения;Сдать в аренду;Центральный округ;90.0;90000
Свободного назначения;Сдать в аренду;Центральный округ;300.0;180000
База/склад/производство;Сдать в аренду;null;720.0;288000
Свободного назначения;Сдать в аренду;Центральный округ;930.0;918000
База/склад/производство;Сдать в аренду;null;1080.0;432000
Торговое помещение;Сдать в аренду;Войновка мкр.;403.3;362979
Торговое помещение;Сдать в аренду;Войновка мкр.;394.7;355248
Торговое помещение;Сдать в аренду;Войновка мкр.;451.6;316092
Торговое помещение;Сдать в аренду;Войновка мкр.;349.8;244839
Торговое помещение;Сдать в аренду;Войновка мкр.;452.3;407097
Торговое помещение;Сдать в аренду;Войновка мкр.;1704.5;1534050
Торговое помещение;Сдать в аренду;Войновка мкр.;454.1;408726
Торговое помещение;Сдать в аренду;Войновка мкр.;289.2;202461
Торговое помещение;Сдать в аренду;Войновка мкр.;299.8;209860
Торговое помещение;Сдать в аренду;Войновка мкр.;1390.4;973252
Свободного назначения;Сдать в аренду;Центр: Дом печати;92.1;115000
Торговое помещение;Сдать в аренду;Луговое с.;91.4;100540
Офисное помещение;Сдать в аренду;Центр: Исторический;56.5;73450
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;108.0;194000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;134.6;241000
Офисное помещение;Сдать в аренду;Дударева д.;132.0;100000
Торговое помещение;Сдать в аренду;Плеханово;73.0;102200
Офисное помещение;Сдать в аренду;Трудовик с/о;63.0;60000
Свободного назначения;Сдать в аренду;микрорайон Восточный;66.5;67000
Офисное помещение;Сдать в аренду;Купеческий квартал КП;130.0;50000
Офисное помещение;Сдать в аренду;Центр: Исторический;73.0;58080
Свободного назначения;Сдать в аренду;Лесобаза мкр.;186.0;150000
Свободного назначения;Сдать в аренду;Ново-Комарово;79.4;90000
Торговое помещение;Сдать в аренду;Югра мкр.;57.3;68760
Свободного назначения;Сдать в аренду;Центр: Дом печати;150.0;180000
Свободного назначения;Сдать в аренду;Югра мкр.;108.6;109000
База/склад/производство;Сдать в аренду;null;200.0;170000
Торговое помещение;Сдать в аренду;Воровского;109.0;109000
База/склад/производство;Сдать в аренду;null;504.0;252000
База/склад/производство;Сдать в аренду;null;432.0;216000
База/склад/производство;Сдать в аренду;null;1123.0;673800
База/склад/производство;Сдать в аренду;null;200.0;75000
Торговое помещение;Сдать в аренду;Дом Обороны;140.6;147000
Свободного назначения;Сдать в аренду;Ново-Патрушево мкр.;133.7;160440
Свободного назначения;Сдать в аренду;Гилевская Роща;13.0;15600
Свободного назначения;Сдать в аренду;Гилевская Роща;13.0;15600
Свободного назначения;Сдать в аренду;Винзили рп.;300.0;70000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;257.8;145000
База/склад/производство;Сдать в аренду;Европейский мкр.;2.3;5500
База/склад/производство;Сдать в аренду;null;884.0;100000
База/склад/производство;Сдать в аренду;null;1288.0;516000
Торговое помещение;Сдать в аренду;Европейский мкр.;54.3;109000
Свободного назначения;Сдать в аренду;2 мкр;80.0;55000
Свободного назначения;Сдать в аренду;2 мкр;60.0;55000
Офисное помещение;Сдать в аренду;Центр: КПД;36.7;25000
Офисное помещение;Сдать в аренду;Центр: КПД;28.6;20000
Свободного назначения;Сдать в аренду;Центр: Исторический;87.5;98000
База/склад/производство;Сдать в аренду;Гилевская Роща;754.2;527940
Свободного назначения;Сдать в аренду;Лесобаза мкр.;160.0;100000
Свободного назначения;Сдать в аренду;Плеханово;1500.0;1800000
Свободного назначения;Сдать в аренду;микрорайон Казарово;363.0;570000
Свободного назначения;Сдать в аренду;микрорайон Тюменский-1;15.5;19375
Торговое помещение;Сдать в аренду;Тюменский 2-й мкр.;151.0;226500
Офисное помещение;Сдать в аренду;Центр: Дом печати;69.3;91000
Офисное помещение;Сдать в аренду;Центр: Дом печати;46.6;61000
Торговое помещение;Сдать в аренду;Дударева д.;69.4;76340
Свободного назначения;Сдать в аренду;Стрела;55.0;15000
Офисное помещение;Сдать в аренду;Боровский рп.;30.0;45000
Свободного назначения;Сдать в аренду;Дом Обороны;60.0;70000
Свободного назначения;Сдать в аренду;Дударева д.;45.5;59150
Офисное помещение;Сдать в аренду;Центр: Исторический;25.0;40000
Свободного назначения;Сдать в аренду;Комарово мкр.;534.9;477440
Свободного назначения;Сдать в аренду;Дударева д.;51.0;66274
Свободного назначения;Сдать в аренду;Дударева д.;96.5;115776
База/склад/производство;Сдать в аренду;микрорайон Парфёново;338.4;140000
Свободного назначения;Сдать в аренду;микрорайон Парфёново;139.2;60000
Свободного назначения;Сдать в аренду;микрорайон Парфёново;155.1;60000
Свободного назначения;Сдать в аренду;Центр: КПД;121.0;180000
Свободного назначения;Сдать в аренду;Рощино мкр.;66.5;20000
Офисное помещение;Сдать в аренду;3-й Заречный мкр;21.5;25800
Офисное помещение;Сдать в аренду;Червишевский тракт мкр.;19.5;19500
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;41.6;62000
Свободного назначения;Сдать в аренду;Плеханово;99.0;99000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;15.8;23500
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;10.1;15000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;54.4;81000
Свободного назначения;Сдать в аренду;СМП;60.0;90000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;379.3;568950
База/склад/производство;Сдать в аренду;микрорайон Парфёново;275.0;150000
Торговое помещение;Сдать в аренду;3-й Заречный мкр;154.9;200000
Свободного назначения;Сдать в аренду;Центр: КПД;49.0;60000
Свободного назначения;Сдать в аренду;null;1200.0;1200000
Торговое помещение;Сдать в аренду;Нижняя Тавда с.;720.9;345000
Свободного назначения;Сдать в аренду;Плеханово;330.0;495000
Торговое помещение;Сдать в аренду;Стрела;187.0;93500
Торговое помещение;Сдать в аренду;Стрела;140.0;70000
Свободного назначения;Сдать в аренду;Восточный р-н;114.0;100000
Офисное помещение;Сдать в аренду;Боровский рп.;60.5;48400
Торговое помещение;Сдать в аренду;Винзили рп.;260.0;200000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;100.0;50000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;50.0;25000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;40.0;20000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;304.0;140000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;210.4;357680
База/склад/производство;Сдать в аренду;Горьковское МО;1450.0;725000
База/склад/производство;Сдать в аренду;Богандинский пгт;1056.0;105600
Свободного назначения;Сдать в аренду;Центр: Дом печати;141.2;170000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;182.0;109200
Офисное помещение;Сдать в аренду;Дом Обороны;19.0;14000
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;54.1;103000
Торговое помещение;Сдать в аренду;Центр: КПД;32.0;55000
Свободного назначения;Сдать в аренду;Ново-Патрушево мкр.;183.6;183600
База/склад/производство;Сдать в аренду;5-й Заречный мкр;2000.0;220000
Свободного назначения;Сдать в аренду;Центр: Исторический;187.3;90000
Свободного назначения;Сдать в аренду;микрорайон Березняковский;430.0;559000
Свободного назначения;Сдать в аренду;Нефтяников мкр.;100.0;80000
Офисное помещение;Сдать в аренду;Центр: Дом печати;100.0;70000
Торговое помещение;Сдать в аренду;микрорайон Тюменский-1;48.4;48400
Свободного назначения;Сдать в аренду;микрорайон Тюменский-1;59.4;89100
Офисное помещение;Сдать в аренду;Тюменский 3-й мкр.;88.0;85000
Свободного назначения;Сдать в аренду;Ново-Комарово;52.1;62000
Свободного назначения;Сдать в аренду;Ново-Комарово;90.8;108000
Свободного назначения;Сдать в аренду;Ново-Комарово;90.9;109000
Свободного назначения;Сдать в аренду;Ново-Комарово;47.8;57000
Свободного назначения;Сдать в аренду;Ново-Комарово;74.7;89000
Свободного назначения;Сдать в аренду;Ново-Комарово;78.7;94000
Торговое помещение;Сдать в аренду;Московский тракт мкр.;78.5;39000
Торговое помещение;Сдать в аренду;Центр: КПД;25.0;25000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;199.6;320000
База/склад/производство;Сдать в аренду;Заречный мкр.;3.0;5000
База/склад/производство;Сдать в аренду;СМП;200.0;80000
База/склад/производство;Сдать в аренду;Дом Обороны;2633.0;365000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;388.9;299000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;265.0;238000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;149.7;115000
Свободного назначения;Сдать в аренду;У озера квартал;21.3;26000
Торговое помещение;Сдать в аренду;Московский тракт мкр.;20.0;25000
Свободного назначения;Сдать в аренду;У озера квартал;22.7;27000
Свободного назначения;Сдать в аренду;У озера квартал;15.5;19000
Свободного назначения;Сдать в аренду;Центр: Дом печати;347.1;150000
Торговое помещение;Сдать в аренду;Центр: Дом печати;70.0;100000
Торговое помещение;Сдать в аренду;Центр: Дом печати;93.0;140000
База/склад/производство;Сдать в аренду;Московский тракт мкр.;467.7;320000
Торговое помещение;Сдать в аренду;6-й микрорайон;2000.0;2000000
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;366.1;658980
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;300.0;300000
База/склад/производство;Сдать в аренду;null;214.0;200000
Свободного назначения;Сдать в аренду;Центр: Исторический;662.0;1324000
Свободного назначения;Сдать в аренду;Центр: КПД;220.0;170000
Свободного назначения;Сдать в аренду;Центр: Исторический;239.6;600000
Свободного назначения;Сдать в аренду;Центр: Исторический;606.8;606800
Свободного назначения;Сдать в аренду;Плеханово;93.8;160000
База/склад/производство;Сдать в аренду;Падерина д.;113.0;80000
Свободного назначения;Сдать в аренду;Центр: КПД;45.0;50000
Торговое помещение;Сдать в аренду;Центр: Исторический;13.8;15000
Офисное помещение;Сдать в аренду;Центр: Исторический;354.1;702000
Свободного назначения;Сдать в аренду;Дом Обороны;500.0;250000
Коммерческий участок;Сдать в аренду;null;18872.0;300000
Торговое помещение;Сдать в аренду;Нижняя Тавда с.;54.5;30000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;93.1;99000
Свободного назначения;Сдать в аренду;Центр: КПД;40.0;60000
Свободного назначения;Сдать в аренду;Лесная поляна КП;65.4;40000
Свободного назначения;Сдать в аренду;5-й Заречный мкр;49.4;44460
Офисное помещение;Сдать в аренду;Центр: Исторический;100.0;90000
Свободного назначения;Сдать в аренду;Центр: КПД;33.1;25487
Свободного назначения;Сдать в аренду;Центр: КПД;42.6;45000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;69.0;96572
Свободного назначения;Сдать в аренду;Дом Обороны;167.6;250000
Офисное помещение;Сдать в аренду;Центр: КПД;30.0;23100
Офисное помещение;Сдать в аренду;Центр: КПД;31.8;24486
Офисное помещение;Сдать в аренду;Центр: КПД;32.5;25025
Офисное помещение;Сдать в аренду;Центр: КПД;31.8;24486
Офисное помещение;Сдать в аренду;Центр: КПД;30.6;23562
Офисное помещение;Сдать в аренду;Центр: КПД;19.7;15169
Офисное помещение;Сдать в аренду;Центр: КПД;36.2;27874
Офисное помещение;Сдать в аренду;Центр: КПД;13.2;10164
Офисное помещение;Сдать в аренду;Центр: КПД;29.2;22484
Офисное помещение;Сдать в аренду;Центр: КПД;13.2;10164
Офисное помещение;Сдать в аренду;Центр: КПД;13.4;10318
Офисное помещение;Сдать в аренду;Центр: КПД;27.1;20867
Офисное помещение;Сдать в аренду;Центр: КПД;30.3;23331
Торговое помещение;Сдать в аренду;Богандинский пгт;96.1;100000
Торговое помещение;Сдать в аренду;ДОК;66.9;80280
Офисное помещение;Сдать в аренду;Маяк мкр.;48.8;73200
Офисное помещение;Сдать в аренду;Маяк мкр.;28.0;42000
Офисное помещение;Сдать в аренду;Маяк мкр.;60.9;91350
База/склад/производство;Сдать в аренду;Дом Обороны;573.6;460000
Торговое помещение;Сдать в аренду;Маяк мкр.;60.0;60000
Свободного назначения;Сдать в аренду;Центр: Исторический;169.7;197000
Офисное помещение;Сдать в аренду;Центр: Дом печати;544.0;900000
Свободного назначения;Сдать в аренду;null;80.0;60000
Свободного назначения;Сдать в аренду;Дом Обороны;563.5;499000
Офисное помещение;Сдать в аренду;Центр: КПД;32.9;25333
Офисное помещение;Сдать в аренду;Дом Обороны;24.0;20400
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;185.0;139000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;50.0;37000
Свободного назначения;Сдать в аренду;Центр: КПД;76.0;80000
Офисное помещение;Сдать в аренду;Червишевский тракт мкр.;19.0;18000
Свободного назначения;Сдать в аренду;микрорайон Войновка;101.2;100000
Офисное помещение;Сдать в аренду;Дом Обороны;23.2;23200
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;367.6;183775
База/склад/производство;Сдать в аренду;Дом Обороны;245.0;94250
Свободного назначения;Сдать в аренду;Дом Обороны;50.0;75000
База/склад/производство;Сдать в аренду;ДОК;1086.0;1031700
База/склад/производство;Сдать в аренду;ДОК;122.0;87000
Свободного назначения;Сдать в аренду;Югра мкр.;70.0;35000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;43.0;35000
Свободного назначения;Сдать в аренду;Югра мкр.;25.0;12500
Свободного назначения;Сдать в аренду;Плеханово;137.0;95900
Свободного назначения;Сдать в аренду;Нефтяников мкр.;283.0;80000
База/склад/производство;Сдать в аренду;null;667.0;250000
Торговое помещение;Сдать в аренду;Плеханово;93.5;95000
Торговое помещение;Сдать в аренду;Центр: Исторический;15.4;18000
Свободного назначения;Сдать в аренду;Калининский округ;23.0;23000
Свободного назначения;Сдать в аренду;Московский п.;850.0;850000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;52.0;104000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;67.0;134000
Свободного назначения;Сдать в аренду;МЖК;440.0;440000
Офисное помещение;Сдать в аренду;Центр: Исторический;160.1;158499
Офисное помещение;Сдать в аренду;Центр: Исторический;78.3;77517
Свободного назначения;Сдать в аренду;Плеханово;93.7;120000
Торговое помещение;Сдать в аренду;микрорайон Восточный;144.0;180000
Торговое помещение;Сдать в аренду;Плеханово;80.6;143468
Торговое помещение;Сдать в аренду;ДОК;35.0;70000
Торговое помещение;Сдать в аренду;ДОК;36.0;72000
Торговое помещение;Сдать в аренду;ДОК;39.2;78400
Торговое помещение;Сдать в аренду;ДОК;49.1;98200
Свободного назначения;Сдать в аренду;Ново-Патрушево мкр.;82.0;165000
Торговое помещение;Сдать в аренду;Падерина д.;80.0;50000
Свободного назначения;Сдать в аренду;3-й Заречный мкр;97.0;84900
Торговое помещение;Сдать в аренду;Каскара с.;150.0;150000
База/склад/производство;Сдать в аренду;Лесобаза мкр.;1100.0;600000
Свободного назначения;Сдать в аренду;Исетское;1374.2;680000
Торговое помещение;Сдать в аренду;Богандинский пгт;130.2;100000
База/склад/производство;Сдать в аренду;Матмасы мкр.;600.0;450000
Свободного назначения;Сдать в аренду;Центр: КПД;100.0;90000
Торговое помещение;Сдать в аренду;микрорайон Восточный;20.0;20000
Офисное помещение;Сдать в аренду;Центр: КПД;60.0;54000
Торговое помещение;Сдать в аренду;Плеханово;22.0;50000
Офисное помещение;Сдать в аренду;Центр: КПД;19.7;18715
Офисное помещение;Сдать в аренду;Центр: КПД;20.2;20200
Офисное помещение;Сдать в аренду;Центр: КПД;42.3;42300
Офисное помещение;Сдать в аренду;Центр: КПД;21.3;20235
Офисное помещение;Сдать в аренду;Центр: КПД;44.0;35200
Офисное помещение;Сдать в аренду;Центр: КПД;22.0;17600
Офисное помещение;Сдать в аренду;Центр: КПД;22.0;17600
Офисное помещение;Сдать в аренду;Центр: КПД;22.0;17600
Офисное помещение;Сдать в аренду;Центр: КПД;44.0;37400
Офисное помещение;Сдать в аренду;Центр: КПД;18.7;23835
Свободного назначения;Сдать в аренду;Центр: Дом печати;124.7;150000
Свободного назначения;Сдать в аренду;2-й Заречный мкр;79.1;55000
База/склад/производство;Сдать в аренду;Яр с. (Тобольский тракт);220.0;70000
Свободного назначения;Сдать в аренду;Дом Обороны;83.5;95000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;113.5;110000
Торговое помещение;Сдать в аренду;МЖК;52.3;90000
Офисное помещение;Сдать в аренду;Тюменский 2-й мкр.;66.1;80000
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;61.3;91950
Торговое помещение;Сдать в аренду;Московский тракт мкр.;67.9;115430
Офисное помещение;Сдать в аренду;Центр: КПД;44.0;35200
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;73.1;109650
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;63.1;94650
Офисное помещение;Сдать в аренду;Центр: КПД;22.0;17600
Офисное помещение;Сдать в аренду;Центр: КПД;22.0;17600
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;61.4;92100
Офисное помещение;Сдать в аренду;Центр: КПД;44.0;52800
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;130.5;195750
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;60.7;91050
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;93.0;135450
Торговое помещение;Сдать в аренду;Тюменская слобода мкр.;58.6;87900
Свободного назначения;Сдать в аренду;Молодежный мкр.;650.0;325000
Торговое помещение;Сдать в аренду;Европейский мкр.;125.0;187500
Офисное помещение;Сдать в аренду;Центр: КПД;32.6;23000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;81.7;65000
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;106.0;75000
Свободного назначения;Сдать в аренду;Центр: Исторический;70.0;70000
Свободного назначения;Сдать в аренду;жилой комплекс Дом на Большой Спасской;132.0;157000
Свободного назначения;Сдать в аренду;Мыс мкр.;79.7;100000
Свободного назначения;Сдать в аренду;Дударева д.;166.5;155600
Свободного назначения;Сдать в аренду;Центр: КПД;95.4;100000
Торговое помещение;Сдать в аренду;Лесобаза мкр.;109.2;109200
Торговое помещение;Сдать в аренду;Лесобаза мкр.;131.6;131600
Торговое помещение;Сдать в аренду;Югра мкр.;64.4;77280
Торговое помещение;Сдать в аренду;Югра мкр.;62.2;74640
Свободного назначения;Сдать в аренду;1 мкр;65.1;60000
Торговое помещение;Сдать в аренду;Югра мкр.;99.3;119160
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;79.2;110000
Торговое помещение;Сдать в аренду;Югра мкр.;68.5;82200
Торговое помещение;Сдать в аренду;Югра мкр.;91.4;109680
Торговое помещение;Сдать в аренду;Югра мкр.;85.9;103080
Торговое помещение;Сдать в аренду;Югра мкр.;58.7;70440
Торговое помещение;Сдать в аренду;Югра мкр.;110.5;132600
Торговое помещение;Сдать в аренду;Югра мкр.;86.0;103200
Торговое помещение;Сдать в аренду;Югра мкр.;75.3;90360
Торговое помещение;Сдать в аренду;3 мкр;46.0;30000
Торговое помещение;Сдать в аренду;Югра мкр.;149.5;179400
Свободного назначения;Сдать в аренду;Тюменский 3-й мкр.;85.0;77000
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;253.6;380400
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;138.5;207750
Свободного назначения;Сдать в аренду;Тюменский 2-й мкр.;115.1;172650
Свободного назначения;Сдать в аренду;Нижняя Тавда с.;128.7;103000
База/склад/производство;Сдать в аренду;Европейский мкр.;4.5;6000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;107.2;200000
База/склад/производство;Сдать в аренду;null;600.0;400000
База/склад/производство;Сдать в аренду;Гилевская Роща;455.0;227500
Свободного назначения;Сдать в аренду;Центр: Исторический;116.6;110770
Свободного назначения;Сдать в аренду;Центр: Исторический;308.4;292980
Торговое помещение;Сдать в аренду;ДОК;37.0;45000
Торговое помещение;Сдать в аренду;Центр: Исторический;20.7;16000
Торговое помещение;Сдать в аренду;Центр: Исторический;17.4;15000
Торговое помещение;Сдать в аренду;ДОК;73.1;69445
Торговое помещение;Сдать в аренду;ДОК;76.2;72390
Свободного назначения;Сдать в аренду;СМП;50.0;75000
Свободного назначения;Сдать в аренду;Стрела;273.3;400000
Свободного назначения;Сдать в аренду;Центр: Студгородок;500.0;500000
База/склад/производство;Сдать в аренду;null;380.0;200000
База/склад/производство;Сдать в аренду;Горьковка с.;700.0;160000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;1600.0;1840000
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;62.0;68200
Торговое помещение;Сдать в аренду;Центр: Студгородок;62.5;68200
Торговое помещение;Сдать в аренду;Центр: Драмтеатр;162.0;145800
Свободного назначения;Сдать в аренду;Ново-Комарово;56.0;112000
Свободного назначения;Сдать в аренду;3 мкр;18.6;25000
Офисное помещение;Сдать в аренду;Центр: КПД;31.8;24486
Офисное помещение;Сдать в аренду;Центр: КПД;17.7;13629
Офисное помещение;Сдать в аренду;Центр: КПД;30.0;23100
Офисное помещение;Сдать в аренду;Центр: КПД;31.9;24563
Офисное помещение;Сдать в аренду;Центр: КПД;16.8;12936
Офисное помещение;Сдать в аренду;Центр: КПД;12.9;9933
Офисное помещение;Сдать в аренду;Центр: КПД;30.6;23562
Офисное помещение;Сдать в аренду;Центр: КПД;15.3;11781
Офисное помещение;Сдать в аренду;Центр: КПД;30.9;23793
Офисное помещение;Сдать в аренду;Центр: КПД;13.8;10626
Офисное помещение;Сдать в аренду;Центр: КПД;16.8;12936
Офисное помещение;Сдать в аренду;Центр: КПД;13.5;10395
Офисное помещение;Сдать в аренду;Центр: КПД;31.3;24101
Офисное помещение;Сдать в аренду;Центр: КПД;31.4;24178
Офисное помещение;Сдать в аренду;Центр: КПД;16.8;12936
Офисное помещение;Сдать в аренду;Центр: КПД;30.8;23716
Офисное помещение;Сдать в аренду;Центр: КПД;17.8;13706
Офисное помещение;Сдать в аренду;Центр: КПД;17.8;13706
Офисное помещение;Сдать в аренду;Центр: КПД;15.2;11704
Офисное помещение;Сдать в аренду;Центр: КПД;17.6;13552
Торговое помещение;Сдать в аренду;Талица;89.0;80000
Свободного назначения;Сдать в аренду;Центр: Драмтеатр;79.0;70000
Офисное помещение;Сдать в аренду;Центр: Исторический;340.8;345000
Офисное помещение;Сдать в аренду;Центр: КПД;30.7;40000
Офисное помещение;Сдать в аренду;Центр: КПД;15.4;23000
Офисное помещение;Сдать в аренду;Центр: КПД;15.6;23000
Офисное помещение;Сдать в аренду;Центр: КПД;49.0;73500
Офисное помещение;Сдать в аренду;Центр: КПД;31.4;38000
Офисное помещение;Сдать в аренду;Центр: КПД;79.0;118500
Свободного назначения;Сдать в аренду;Тавда;50.0;50000
Свободного назначения;Сдать в аренду;Патрушева д.;293.9;220000
База/склад/производство;Сдать в аренду;Горьковка с.;350.0;80000
Свободного назначения;Сдать в аренду;null;1157.0;752000
Свободного назначения;Сдать в аренду;Дом Обороны;1000.0;1000000
Офисное помещение;Сдать в аренду;Центр: Исторический;280.0;237720
Торговое помещение;Сдать в аренду;1 мкр;65.0;65000
Торговое помещение;Сдать в аренду;Московский тракт мкр.;92.0;92000
Свободного назначения;Сдать в аренду;Центр: Дом печати;280.0;364000
Торговое помещение;Сдать в аренду;Лесобаза мкр.;65.0;97500
База/склад/производство;Сдать в аренду;Дом Обороны;644.0;300000
База/склад/производство;Сдать в аренду;null;1234.2;1170780
Офисное помещение;Сдать в аренду;Центр: Исторический;10.0;30000
Офисное помещение;Сдать в аренду;Центр: КПД;34.0;34000
Торговое помещение;Сдать в аренду;Тюменский 2-й мкр.;130.0;150000
Торговое помещение;Сдать в аренду;Центр: Исторический;30.0;24000
Торговое помещение;Сдать в аренду;5 мкр;73.0;58400
Торговое помещение;Сдать в аренду;Центр: Исторический;400.0;440000
Офисное помещение;Сдать в аренду;Югра мкр.;60.0;60000
Офисное помещение;Сдать в аренду;Червишевский тракт мкр.;31.9;29000
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;123.0;135300
Офисное помещение;Сдать в аренду;Центр: Драмтеатр;583.0;641300
Свободного назначения;Сдать в аренду;5-й Заречный мкр;134.0;100000
Торговое помещение;Сдать в аренду;Лесобаза: Тура мкр;436.0;436000
Офисное помещение;Сдать в аренду;Югра мкр.;208.0;200000
Свободного назначения;Сдать в аренду;Комарово Парк мкр.;76.5;65000
Торговое помещение;Сдать в аренду;микрорайон Тарманы;96.0;40000
Торговое помещение;Сдать в аренду;1-й Заречный мкр;650.0;577350
Торговое помещение;Сдать в аренду;Плеханово;45.5;68250
