Тип объекта;Тип заявки;Район;Площадь;Цена
Свободного назначения;Сдать в аренду;Дом Обороны;1244.0;1866000
Свободного назначения;Сдать в аренду;Стрела;50.1;35000
Свободного назначения;Сдать в аренду;Центр: КПД;257.8;438260
Торговое помещение;Сдать в аренду;Комарово Парк мкр.;68.7;70000
Торговое помещение;Сдать в аренду;Дударева д.;67.9;70000
Свободного назначения;Сдать в аренду;Центр: КПД;10.0;11800
Свободного назначения;Сдать в аренду;Центр: Исторический;95.5;70000
Торговое помещение;Сдать в аренду;Ново-Патрушево мкр.;102.6;110000
Свободного назначения;Сдать в аренду;Червишевский тракт мкр.;54.0;59400
Торговое помещение;Сдать в аренду;Плеханово;75.0;80000
Офисное помещение;Сдать в аренду;Червишевский тракт мкр.;44.2;110500
