Тип объекта;Тип заявки;Площадь;Цена;Цена за кв.метр;Статус объекта;Район
Свободного назначения;Продажа;137,8;24800000;179970,97;Активный;микрорайон Тюменский-2
Свободного назначения;Продажа;137,9;22000000;159535,9;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;137,9;39900000;289340,11;Активный;МЖК
Свободного назначения;Продажа;138;6900000;50000;Активный;5-й Заречный мкр
Свободного назначения;Продажа;138;19500000;141304,35;Активный;Центр: Дом печати
Свободного назначения;Продажа;138,1;27000000;195510,49;Активный;5 мкр
Свободного назначения;Продажа;139;23400000;168345,32;Активный;Центр: Дом печати
Свободного назначения;Продажа;139,1;26950000;193745,5;Активный;Центр: Дом печати
Свободного назначения;Продажа;139,25;25240000;181256,73;Активный;Плеханово
Свободного назначения;Продажа;140;6700000;47857,14;Активный;Центр: Дом печати
Свободного назначения;Продажа;140,3;14500000;103349,96;Активный;Центр: Студгородок
Свободного назначения;Продажа;140,3;27790000;198075,55;Активный;Заречный мкр.
Свободного назначения;Продажа;140,5;7025000;50000;Активный;5-й Заречный мкр
Свободного назначения;Продажа;140,6;11700000;83214,79;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;140,7;5900000;41933,19;Активный;Маяк мкр.
Свободного назначения;Продажа;140,71;28219500;200550,77;Активный;Европейский мкр.
Свободного назначения;Продажа;140,8;15400000;109375;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;141,06;29000000;205586,28;Активный;Тюменская слобода мкр.
Свободного назначения;Продажа;141,19;28000000;198314,32;Активный;Южный
Свободного назначения;Продажа;141,2;20474000;145000;Активный;Центр: Исторический
Свободного назначения;Продажа;141,3;20941908;148208,83;Активный;Мыс мкр.
Свободного назначения;Продажа;141,4;27233640;192600,01;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;141,5;20000000;141342,76;Активный;Южный
Свободного назначения;Продажа;143,1;18999000;132767,29;Активный;4 мкр
Свободного назначения;Продажа;143,8;25236900;175500;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;144,3;7000000;48510,05;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;144,4;23990000;166135,74;Активный;Центр: КПД
Свободного назначения;Продажа;144,9;20150000;139061,43;Активный;6 мкр
Свободного назначения;Продажа;145;29000000;200000;Активный;Центр: Дом печати
Свободного назначения;Продажа;145;29500000;203448,28;Активный;Центр: Исторический
Свободного назначения;Продажа;145,36;22827500;157041,14;Активный;Плеханово
Свободного назначения;Продажа;147,4;5000000;33921,3;Активный;Центр: КПД
Свободного назначения;Продажа;147,9;30450000;205882,36;Активный;5-й Заречный мкр
Свободного назначения;Продажа;148;11500000;77702,7;Активный;Московский тракт мкр.
Свободного назначения;Продажа;148;19000000;128378,38;Активный;Ново-Патрушево мкр.
Свободного назначения;Продажа;148,1;4300000;29034,43;Активный;Центр: Дом печати
Свободного назначения;Продажа;148,2;30050000;202766,54;Активный;5-й Заречный мкр
Свободного назначения;Продажа;150;15000000;100000;Активный;3-й Заречный мкр
Свободного назначения;Продажа;150;21600000;144000;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;150,5;29900000;198671,1;Активный;Центр: КПД
Свободного назначения;Продажа;150,7;13499000;89575,32;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;150,9;27615600;183005,97;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;151,69;28230000;186103,23;Активный;Плеханово
Свободного назначения;Продажа;152;15000000;98684,21;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;152,7;30550000;200065,49;Активный;5-й Заречный мкр
Свободного назначения;Продажа;153,2;25500000;166449,09;Активный;Центр: Исторический
Свободного назначения;Продажа;154,1;4400000;28552,89;Активный;Тарманы мкр.
Свободного назначения;Продажа;154,3;20000000;129617,63;Активный;Центр: Исторический
Свободного назначения;Продажа;154,4;41000000;265544,05;Активный;Центр: Исторический
Свободного назначения;Продажа;155;20500000;132258,06;Активный;Лесобаза: Тура мкр
Свободного назначения;Продажа;155;22000000;141935,48;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;155;23000000;148387,1;Активный;Центр: Исторический
Свободного назначения;Продажа;155,3;16500000;106245,97;Активный;Центр: КПД
Свободного назначения;Продажа;155,8;18999000;121944,8;Активный;5 мкр
Свободного назначения;Продажа;156;43000000;275641,03;Активный;ДОК
Свободного назначения;Продажа;156,28;24106500;154251,98;Активный;Плеханово
Свободного назначения;Продажа;156,3;30103380;192600;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;156,7;25500000;162731,34;Активный;Дом Обороны
Свободного назначения;Продажа;156,9;15495000;98757,17;Активный;Лесобаза мкр.
Свободного назначения;Продажа;158;6240000;39493,67;Активный;1-й Заречный мкр
Свободного назначения;Продажа;158,3;20700000;130764,37;Активный;Центр: Исторический
Свободного назначения;Продажа;158,6;25000000;157629,25;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;159;30000000;188679,25;Активный;Европейский мкр.
Свободного назначения;Продажа;159,6;36600000;229323,3;Активный;2 мкр
Свободного назначения;Продажа;159,9;7990000;49968,73;Активный;МЖК
Свободного назначения;Продажа;160,5;6500000;40498,44;Активный;1-й Заречный мкр
Свободного назначения;Продажа;161;8500000;52795,03;Активный;Центр: Дом печати
Свободного назначения;Продажа;161,8;10750000;66440,05;Активный;3 мкр
Свободного назначения;Продажа;162,8;38000000;233415,23;Активный;Тюменская слобода мкр.
Свободного назначения;Продажа;162,81;37446300;230000;Активный;Центр: Студгородок
Свободного назначения;Продажа;163,4;21000000;128518,98;Активный;6-й микрорайон
Свободного назначения;Продажа;163,8;25825000;157661,78;Активный;3-й Заречный мкр
Свободного назначения;Продажа;164;19400000;118292,68;Активный;Московский тракт мкр.
Свободного назначения;Продажа;164,23;30420000;185228,04;Активный;Комарово Парк мкр.
Свободного назначения;Продажа;164,4;19200000;116788,33;Активный;Южный
Свободного назначения;Продажа;164,4;20000000;121654,51;Активный;Лесобаза: Тура мкр
Свободного назначения;Продажа;165;10500000;63636,36;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;165,27;32210000;194893,2;Активный;жилой район Айвазовский Сити
Свободного назначения;Продажа;165,9;24636500;148502,12;Активный;Плеханово
Свободного назначения;Продажа;166;4500000;27108,43;Активный;Южный
Свободного назначения;Продажа;166;20850000;125602,41;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;166,4;49900000;299879,82;Активный;МЖК
Свободного назначения;Продажа;166,6;50000000;300120,04;Активный;Ново-Патрушево мкр.
Свободного назначения;Продажа;166,8;28689600;172000;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;167,4;8000000;47789,73;Активный;Дом Обороны
Свободного назначения;Продажа;167,6;22500000;134248,21;Активный;Войновка мкр.
Свободного назначения;Продажа;168;15500000;92261,9;Активный;Войновка мкр.
Свободного назначения;Продажа;168,69;31207650;185000;Активный;Лесобаза мкр.
Свободного назначения;Продажа;169,74;30500000;179686,57;Активный;Южный
Свободного назначения;Продажа;170;14700000;86470,59;Активный;Центр: Дом печати
Свободного назначения;Продажа;170,4;3500000;20539,91;Активный;2-й Заречный мкр
Свободного назначения;Продажа;170,5;15000000;87976,54;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;170,8;17500000;102459,01;Активный;микрорайон Мыс
Свободного назначения;Продажа;171,2;38200000;223130,85;Активный;Европейский мкр.
Свободного назначения;Продажа;172,1;28000000;162696,1;Активный;микрорайон ДОК
Свободного назначения;Продажа;172,18;30390000;176501,34;Активный;ЖК Символ
Свободного назначения;Продажа;172,3;21660000;125710,97;Активный;3-й Заречный мкр
Свободного назначения;Продажа;172,9;21000000;121457,49;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;174,3;19450000;111589,21;Активный;3-й Заречный мкр
Свободного назначения;Продажа;174,5;26200000;150143,27;Активный;Дом Обороны
Свободного назначения;Продажа;175,03;28317500;161786,55;Активный;Плеханово
Свободного назначения;Продажа;175,03;30180000;172427,59;Активный;Плеханово
Свободного назначения;Продажа;175,4;26000000;148232,62;Активный;3-й Заречный мкр
Свободного назначения;Продажа;175,9;27960000;158953,96;Активный;3-й Заречный мкр
Свободного назначения;Продажа;176,9;27750000;156868,29;Активный;Южный
Свободного назначения;Продажа;178;21000000;117977,53;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;178,4;6700000;37556,06;Активный;Центр: Дом печати
Свободного назначения;Продажа;178,4;32112000;180000,01;Активный;Комарово Парк мкр.
Свободного назначения;Продажа;178,7;3574000;20000;Активный;Центр: Дом печати
Свободного назначения;Продажа;178,8;60000000;335570,46;Активный;Центр: Исторический
Свободного назначения;Продажа;179,4;33189000;185000,01;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;180,6;17000000;94130,67;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;181;18300000;101104,97;Активный;6 мкр
Свободного назначения;Продажа;181,75;37560000;206657,5;Активный;5-й Заречный мкр
Свободного назначения;Продажа;182,1;15000000;82372,32;Активный;Центр: Дом печати
Свободного назначения;Продажа;182,6;16500000;90361,44;Активный;микрорайон Тюменский-1
Свободного назначения;Продажа;182,9;3700000;20229,63;Активный;Войновка мкр.
Свободного назначения;Продажа;183,6;22000000;119825,7;Активный;Ново-Патрушево мкр.
Свободного назначения;Продажа;184,6;8500000;46045,5;Активный;Центр: Исторический
Свободного назначения;Продажа;185;22540000;121837,84;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;185,11;40650000;219599,16;Активный;жилой комплекс Набережный Квартал
Свободного назначения;Продажа;185,3;8000000;43173,23;Активный;Южный
Свободного назначения;Продажа;185,3;35490508;191529,99;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;185,6;14000000;75431,03;Активный;Центр: Исторический
Свободного назначения;Продажа;186;6500000;34946,24;Активный;микрорайон Матмасы
Свободного назначения;Продажа;186,9;30500000;163188,88;Активный;Стрела
Свободного назначения;Продажа;187,66;41915000;223356,07;Активный;жилой комплекс Набережный Квартал
Свободного назначения;Продажа;188,2;35844572;190460;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;189,85;28193000;148501,44;Активный;Плеханово
Свободного назначения;Продажа;190;10100000;53157,89;Активный;СМП
Свободного назначения;Продажа;190,1;28000000;147290,89;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;190,4;12500000;65651,26;Активный;Центр: Студгородок
Свободного назначения;Продажа;191;22590000;118272,25;Активный;Мыс мкр.
Свободного назначения;Продажа;191,2;19600000;102510,46;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;191,3;25238400;131931;Активный;Воровского
Свободного назначения;Продажа;192;26000000;135416,67;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;192,5;31000000;161038,96;Активный;Лесобаза мкр.
Свободного назначения;Продажа;193,5;23200000;119896,64;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;193,8;18999000;98034,05;Активный;Дом Обороны
Свободного назначения;Продажа;194;27500000;141752,58;Активный;Центр: КПД
Свободного назначения;Продажа;194,3;33580000;172825,52;Активный;Дом Обороны
Свободного назначения;Продажа;194,6;20900000;107399,79;Активный;Центр: КПД
Свободного назначения;Продажа;194,7;36000000;184899,85;Активный;Дом Обороны
Свободного назначения;Продажа;198,2;27000000;136226,04;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;198,28;38703000;195193,67;Активный;Европейский мкр.
Свободного назначения;Продажа;199,75;36900000;184730,91;Активный;Калининский округ, жилой район Комарово Парк
Свободного назначения;Продажа;202;6400000;31683,17;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;203;7000000;34482,76;Активный;Тарманы мкр.
Свободного назначения;Продажа;206,1;22000000;106744,3;Активный;Дом Обороны
Свободного назначения;Продажа;206,33;42930000;208064,75;Активный;5-й Заречный мкр
Свободного назначения;Продажа;206,7;8500000;41122,4;Активный;микрорайон Тюменский-2
Свободного назначения;Продажа;207;19000000;91787,44;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;207,1;19750000;95364,56;Активный;Ембаево с.
Свободного назначения;Продажа;207,67;28900000;139163,1;Активный;Лесобаза мкр.
Свободного назначения;Продажа;208;2500000;12019,23;Активный;3-й Заречный мкр
Свободного назначения;Продажа;208;52200000;250961,54;Активный;Центр: Исторический
Свободного назначения;Продажа;208,74;37600000;180128,38;Активный;Комарово Парк мкр.
Свободного назначения;Продажа;209,7;41000000;195517,41;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;210;9500000;45238,1;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;210;12000000;57142,86;Активный;Центр: Исторический
Свободного назначения;Продажа;210;45000000;214285,71;Активный;3 мкр
Свободного назначения;Продажа;211,41;35540000;168109,36;Активный;Плеханово
Свободного назначения;Продажа;212;25000000;117924,53;Активный;Княжева мкр.
Свободного назначения;Продажа;212,6;53150000;249999,99;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;214,4;21500000;100279,85;Активный;Дом Обороны
Свободного назначения;Продажа;215;30450000;141627,91;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;215,6;14000000;64935,06;Активный;1 мкр
Свободного назначения;Продажа;216;15500000;71759,26;Активный;Южный
Свободного назначения;Продажа;216,8;32195000;148500,92;Активный;Плеханово
Свободного назначения;Продажа;217,6;32640000;150000;Активный;Центр: Исторический
Свободного назначения;Продажа;218;13500000;61926,61;Активный;Дом Обороны
Свободного назначения;Продажа;218;31896000;146311,93;Активный;Электрон
Свободного назначения;Продажа;219,6;12300000;56010,93;Активный;Центр: Дом печати
Свободного назначения;Продажа;220;18600000;84545,45;Активный;Мыс мкр.
Свободного назначения;Продажа;220;25000000;113636,36;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;220,5;41288624;187250;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;225,2;22500000;99911,19;Активный;6 мкр
Свободного назначения;Продажа;225,4;18500000;82076,31;Активный;Дом Обороны
Свободного назначения;Продажа;226,2;29999000;132621,58;Активный;Центр: Дом печати
Свободного назначения;Продажа;226,52;41900000;184972,63;Активный;Калининский округ, жилой район Комарово Парк
Свободного назначения;Продажа;227;15350000;67621,15;Активный;Войновка мкр.
Свободного назначения;Продажа;227,5;12380000;54417,58;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;227,5;47411000;208400;Активный;жилой комплекс Дом на Большой Спасской
Свободного назначения;Продажа;228,3;30820500;135000;Активный;5-й Заречный мкр
Свободного назначения;Продажа;228,94;42180000;184240,41;Активный;жилой комплекс Квартал Культура
Свободного назначения;Продажа;229,1;22900000;99956,35;Активный;2-й Заречный мкр
Свободного назначения;Продажа;229,1;32074000;140000;Активный;2-й Заречный мкр
Свободного назначения;Продажа;230;27800000;120869,57;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;231,2;38148000;165000;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;231,6;39000000;168393,78;Активный;Южный
Свободного назначения;Продажа;232;19900000;85775,86;Активный;Центр: Исторический
Свободного назначения;Продажа;232,8;15500000;66580,76;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;233;12500000;53648,07;Активный;Центр: Исторический
Свободного назначения;Продажа;233;31900000;136909,87;Активный;Плеханово
Свободного назначения;Продажа;234;40248000;172000;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;235;67000000;285106,38;Активный;Плеханово
Свободного назначения;Продажа;238,3;17500000;73436,84;Активный;Центр: Исторический
Свободного назначения;Продажа;238,6;10890000;45641,24;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;238,6;50000000;209555,74;Активный;2 мкр
Свободного назначения;Продажа;239,9;25000000;104210,09;Активный;4 мкр
Свободного назначения;Продажа;240;11950000;49791,67;Активный;Центр: Дом печати
Свободного назначения;Продажа;240;12000000;50000;Активный;5-й Заречный мкр
Свободного назначения;Продажа;240,1;30000000;124947,94;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;240,5;38000000;158004,16;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;240,8;24080000;100000;Активный;2-й Заречный мкр
Свободного назначения;Продажа;243;27000000;111111,11;Активный;Дом Обороны
Свободного назначения;Продажа;245;32000000;130612,24;Активный;Московский тракт мкр.
Свободного назначения;Продажа;246,2;67705000;275000;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;248,7;129000000;518697,23;Активный;Центр: Исторический
Свободного назначения;Продажа;249,4;12500000;50120,29;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;250;36000000;144000;Активный;Московский тракт мкр.
Свободного назначения;Продажа;252;17000000;67460,32;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;254;12000000;47244,09;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;258,4;31000000;119969,04;Активный;Центр: Дом печати
Свободного назначения;Продажа;258,6;55000000;212683,68;Активный;Дом Обороны
Свободного назначения;Продажа;259;9990000;38571,43;Активный;Бабарынка
Свободного назначения;Продажа;260;20500000;78846,15;Активный;3 мкр
Свободного назначения;Продажа;261;30000000;114942,53;Активный;Московский тракт мкр.
Свободного назначения;Продажа;262,1;25080000;95688,67;Активный;Центр: Дом печати
Свободного назначения;Продажа;262,5;43312500;165000;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;263,3;6600000;25066,47;Активный;1-й Заречный мкр
Свободного назначения;Продажа;263,69;48782648;184999,99;Активный;жилой комплекс Квартал Культура
Свободного назначения;Продажа;264,9;24800000;93620,24;Активный;микрорайон Ватутина
Свободного назначения;Продажа;265;23000000;86792,45;Активный;Дом Обороны
Свободного назначения;Продажа;265;58300000;220000;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;267,8;10000000;37341,3;Активный;Центр: Дом печати
Свободного назначения;Продажа;268,9;10900000;40535,52;Активный;Южный
Свободного назначения;Продажа;271;9850000;36346,86;Активный;Центр: КПД
Свободного назначения;Продажа;271,1;31600000;116562,15;Активный;Центр: Исторический
Свободного назначения;Продажа;271,5;46155000;170000;Активный;2-й Заречный мкр
Свободного назначения;Продажа;272;58000000;213235,29;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;274,5;56700000;206557,38;Активный;Центр: Исторический
Свободного назначения;Продажа;275,4;85000000;308641,98;Активный;Тюменская слобода мкр.
Свободного назначения;Продажа;276,6;100000000;361532,89;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;279,71;55942000;200000,01;Активный;Тарманы мкр.
Свободного назначения;Продажа;280;40000000;142857,14;Активный;Центр: Дом печати
Свободного назначения;Продажа;281,7;14085000;50000;Активный;5-й Заречный мкр
Свободного назначения;Продажа;282,1;35000000;124069,48;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;282,6;39564000;140000;Активный;2-й Заречный мкр
Свободного назначения;Продажа;283;18500000;65371,02;Активный;микрорайон Тюменский-2
Свободного назначения;Продажа;283,6;32000000;112834,98;Активный;Московский тракт мкр.
Свободного назначения;Продажа;288,4;24000000;83217,75;Активный;микрорайон Нефтяников
Свободного назначения;Продажа;289,1;69899000;241781,39;Активный;Плеханово
Свободного назначения;Продажа;290,1;17999000;62044,12;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;292,4;20000000;68399,45;Активный;Плеханово
Свободного назначения;Продажа;292,5;39300000;134358,97;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;301,6;45000000;149204,24;Активный;Нефтяников мкр.
Свободного назначения;Продажа;302,6;30000000;99140,78;Активный;Дом Обороны
Свободного назначения;Продажа;303,5;60600000;199670,51;Активный;Центр: Исторический
Свободного назначения;Продажа;306,3;4600000;15017,96;Активный;Центр: Дом печати
Свободного назначения;Продажа;318,6;45000000;141242,94;Активный;Центр: Исторический
Свободного назначения;Продажа;325,1;50470000;155244,54;Активный;Центр: Исторический
Свободного назначения;Продажа;328,5;46000000;140030,44;Активный;Центр: КПД
Свободного назначения;Продажа;329;25000000;75987,84;Активный;микрорайон Тюменский-1
Свободного назначения;Продажа;330;16000000;48484,85;Активный;микрорайон Энтузиастов
Свободного назначения;Продажа;332,4;49800000;149819,5;Активный;Плеханово
Свободного назначения;Продажа;334,5;20000000;59790,73;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;335,75;73865000;220000;Активный;Центр: Студгородок
Свободного назначения;Продажа;338,6;27000000;79740,1;Активный;Маяк мкр.
Свободного назначения;Продажа;340;15000000;44117,65;Активный;Центр: Студгородок
Свободного назначения;Продажа;340;73990000;217617,65;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;342,6;26000000;75890,25;Активный;Центр: Исторический
Свободного назначения;Продажа;347,1;16000000;46096,23;Активный;Центр: Дом печати
Свободного назначения;Продажа;347,5;12000000;34532,37;Активный;Дом Обороны
Свободного назначения;Продажа;348;17000000;48850,57;Активный;Спутник с/о
Свободного назначения;Продажа;350;33000000;94285,71;Активный;Центр: Исторический
Свободного назначения;Продажа;350,7;13000000;37068,72;Активный;Дом Обороны
Свободного назначения;Продажа;353,7;65500000;185185,18;Активный;null
Свободного назначения;Продажа;355,9;76500000;214948,02;Активный;null
Свободного назначения;Продажа;358,6;30000000;83658,67;Активный;1 мкр
Свободного назначения;Продажа;359,6;48600000;135150,16;Активный;Центр: КПД
Свободного назначения;Продажа;360;40000000;111111,11;Активный;Московский тракт мкр.
Свободного назначения;Продажа;362,4;52000000;143487,86;Активный;Маяк мкр.
Свободного назначения;Продажа;364,6;14584000;40000;Активный;5-й Заречный мкр
Свободного назначения;Продажа;365,3;44900000;122912,68;Активный;Центр: Исторический
Свободного назначения;Продажа;365,5;36550000;100000;Активный;null
Свободного назначения;Продажа;366,1;90000000;245834,47;Активный;СМП
Свободного назначения;Продажа;367,7;41000000;111503,94;Активный;Восточный р-н
Свободного назначения;Продажа;367,9;24000000;65235,12;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;373;29500000;79088,47;Активный;Центр: КПД
Свободного назначения;Продажа;375;45000000;120000;Активный;Центр: КПД
Свободного назначения;Продажа;375,2;48080000;128144,99;Активный;6-й микрорайон
Свободного назначения;Продажа;378,1;38700000;102353,87;Активный;2 мкр
Свободного назначения;Продажа;380,3;52000000;136734,16;Активный;5-й Заречный мкр
Свободного назначения;Продажа;388;22600000;58247,42;Активный;микрорайон Тарманы
Свободного назначения;Продажа;388,9;41130000;105759,84;Активный;Центр: Драмтеатр
Свободного назначения;Продажа;390;15000000;38461,54;Активный;Маяк мкр.
Свободного назначения;Продажа;390,3;70000000;179349,22;Активный;Центр: КПД
Свободного назначения;Продажа;400;40000000;100000;Активный;СМП
Свободного назначения;Продажа;400;81000000;202500;Активный;Центр: Исторический
Свободного назначения;Продажа;401,2;41000000;102193,42;Активный;3 мкр
Свободного назначения;Продажа;407,7;67000000;164336,52;Активный;микрорайон Восточный
Свободного назначения;Продажа;409;30500000;74572,13;Активный;Княжева мкр.
Свободного назначения;Продажа;409,2;30000000;73313,78;Активный;Дом Обороны
Свободного назначения;Продажа;433;45000000;103926,1;Активный;Стрела
Свободного назначения;Продажа;435,2;56600000;130055,14;Активный;Восточный 2 мкр.
Свободного назначения;Продажа;440;21000000;47727,27;Активный;микрорайон Мелиораторов
Свободного назначения;Продажа;441;35400000;80272,11;Активный;Центр: Исторический
Свободного назначения;Продажа;441,6;90000000;203804,35;Активный;Центр: Исторический
Свободного назначения;Продажа;442;18000000;40723,98;Активный;1 мкр
Свободного назначения;Продажа;443,7;27800000;62654,95;Активный;Центр: Исторический
Свободного назначения;Продажа;454;60000000;132158,59;Активный;null
Свободного назначения;Продажа;456,3;45630000;100000;Активный;2-й Заречный мкр
Свободного назначения;Продажа;456,3;63882000;140000;Активный;2-й Заречный мкр
Свободного назначения;Продажа;465;90675000;195000;Активный;Центр: Студгородок
Свободного назначения;Продажа;468,2;14900000;31824,01;Активный;Южный
Свободного назначения;Продажа;473,5;70000000;147835,27;Активный;3 мкр
Свободного назначения;Продажа;475;30000000;63157,89;Активный;Стрела
Свободного назначения;Продажа;489;35000000;71574,64;Активный;микрорайон Войновка
Свободного назначения;Продажа;489,6;41500000;84763,07;Активный;Гилевская Роща
Свободного назначения;Продажа;494,1;39000000;78931,39;Активный;Центр: Дом печати
Свободного назначения;Продажа;494,34;100000000;202289,92;Активный;микрорайон ДОК
Свободного назначения;Продажа;495;65900000;133131,31;Активный;Плеханово
Свободного назначения;Продажа;495;80900000;163434,34;Активный;Ленинский округ, жилой комплекс Спутник-2
Свободного назначения;Продажа;497;39900000;80281,69;Активный;Гилевская Роща
Свободного назначения;Продажа;505;48000000;95049,5;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;506,8;105000000;207182,33;Активный;ЖК Мириады
Свободного назначения;Продажа;511,2;15000000;29342,72;Активный;Центр: КПД
Свободного назначения;Продажа;518,1;26000000;50183,36;Активный;Зайкова мкр.
Свободного назначения;Продажа;524,09;110335000;210526,81;Активный;Европейский мкр.
Свободного назначения;Продажа;533,9;63000000;117999,62;Активный;1-й Заречный мкр
Свободного назначения;Продажа;545,3;100000000;183385,3;Активный;Центр: Исторический
Свободного назначения;Продажа;549;55000000;100182,15;Активный;Центр: КПД
Свободного назначения;Продажа;552,7;252000000;455943,54;Активный;Центр: Исторический
Свободного назначения;Продажа;554,6;55000000;99170,58;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;554,7;69990000;126176,31;Активный;Тюменский 1-й мкр.
Свободного назначения;Продажа;556,3;41000000;73701,24;Активный;5-й Заречный мкр
Свободного назначения;Продажа;567,5;92800000;163524,23;Активный;Центр: Дом печати
Свободного назначения;Продажа;569,07;110950000;194967,22;Активный;Тюменская слобода мкр.
Свободного назначения;Продажа;578;105000000;181660,9;Активный;Центр: Исторический
Свободного назначения;Продажа;586;50000000;85324,23;Активный;Лесобаза мкр.
Свободного назначения;Продажа;599,2;65000000;108477,97;Активный;6-й микрорайон
Свободного назначения;Продажа;600;27000000;45000;Активный;Заречный мкр.
Свободного назначения;Продажа;600;60000000;100000;Активный;Суходольский мкр.
Свободного назначения;Продажа;601,3;35654000;59294,86;Активный;Стрела
Свободного назначения;Продажа;625;82500000;132000;Активный;Центр: КПД
Свободного назначения;Продажа;627,5;69000000;109960,16;Активный;Дом Обороны
Свободного назначения;Продажа;628,4;75000000;119350,73;Активный;Княжева мкр.
Свободного назначения;Продажа;643;25500000;39657,85;Активный;Лесобаза мкр.
Свободного назначения;Продажа;645;39000000;60465,12;Активный;Дом Обороны
Свободного назначения;Продажа;645;68000000;105426,36;Активный;Патрушева д.
Свободного назначения;Продажа;661,1;88000000;133111,49;Активный;микрорайон Тарманы
Свободного назначения;Продажа;668;90000000;134730,54;Активный;6-й микрорайон
Свободного назначения;Продажа;691,97;140000000;202320,92;Активный;Тюменский 3-й мкр.
Свободного назначения;Продажа;705,9;55000000;77914,72;Активный;Лесобаза мкр.
Свободного назначения;Продажа;712,9;184000000;258100,71;Активный;Южный
Свободного назначения;Продажа;734,3;64900000;88383,5;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;736;60000000;81521,74;Активный;Дом Обороны
Свободного назначения;Продажа;763,5;35000000;45841,52;Активный;3 мкр
Свободного назначения;Продажа;774,5;70000000;90380,89;Активный;2-й Заречный мкр
Свободного назначения;Продажа;774,5;108430000;140000;Активный;2-й Заречный мкр
Свободного назначения;Продажа;774,8;7800000;10067,11;Активный;1-й Заречный мкр
Свободного назначения;Продажа;790;100000000;126582,28;Активный;Лесобаза мкр.
Свободного назначения;Продажа;797;42000000;52697,62;Активный;Червишевский тракт мкр.
Свободного назначения;Продажа;810,2;125000000;154282,89;Активный;Электрон
Свободного назначения;Продажа;814,9;40000000;49085,78;Активный;посёлок Букино
Свободного назначения;Продажа;831,1;90000000;108290,22;Активный;Центр: Драмтеатр
