Тип объекта;Тип заявки;Район;Площадь;Цена
Коммерческий участок;Продажа;Мостовой;30960.0;10500000
Торговое помещение;Продажа;Югра мкр.;78.1;10000000
Торговое помещение;Продажа;Ново-Патрушево мкр.;117.3;22000000
Коммерческий участок;Продажа;null;10000.0;2500000
Коммерческий участок;Продажа;null;10000.0;2500000
Коммерческий участок;Продажа;Малый Хутор д.;113000.0;1600000
Коммерческий участок;Продажа;Иска с. (Велижанский тракт);113000.0;1600000
Коммерческий участок;Продажа;null;903.0;4000000
Торговое помещение;Продажа;Европейский мкр.;65.0;21000000
Коммерческий участок;Продажа;null;10026.0;1100000
Торговое помещение;Продажа;Комарово Парк мкр.;45.2;9800000
Торговое помещение;Продажа;Мотуши;65.3;2400000
Коммерческий участок;Продажа;Коняшина д.;904.0;900000
Коммерческий участок;Продажа;Калининский округ;5000.0;67000000
Офисное помещение;Продажа;1 мкр;351.5;36130000
Коммерческий участок;Продажа;Калининский округ;8000.0;100000000
Коммерческий участок;Продажа;Калининский округ;9500.0;115000000
Торговое помещение;Продажа;Дом Обороны;92.6;30000000
Коммерческий участок;Продажа;Колобова;45140.0;6100000
Торговое помещение;Продажа;Центр: Исторический;201.0;51500000
Свободного назначения;Продажа;Европейский мкр.;159.0;30000000
Торговое помещение;Продажа;2-й Заречный мкр;123.0;13690000
Офисное помещение;Продажа;Центр: Дом печати;321.9;29950000
Торговое помещение;Продажа;Червишевский тракт мкр.;963.8;42000000
Торговое помещение;Продажа;Центр: Драмтеатр;81.9;16700000
Офисное помещение;Продажа;Электрон;14.0;2000000
Свободного назначения;Продажа;Червишевский тракт мкр.;97.6;18600000
Коммерческий участок;Продажа;null;500.0;1600000
Коммерческий участок;Продажа;null;500.0;1600000
Свободного назначения;Продажа;Центр: Исторический;441.6;90000000
Коммерческий участок;Продажа;null;856250.0;3000000
База/склад/производство;Продажа;ДОК;5.8;500000
Офисное помещение;Продажа;1-й Заречный мкр;20.8;2950000
Свободного назначения;Продажа;Центр: Дом печати;111.3;12900000
База/склад/производство;Продажа;Дом Обороны;528.5;25800000
Коммерческий участок;Продажа;Елань д. (Московский тракт);65137.0;19541100
Коммерческий участок;Продажа;Елань д. (Московский тракт);46054.0;13816200
Коммерческий участок;Продажа;Елань д. (Московский тракт);65137.0;19541100
Коммерческий участок;Продажа;Елань д. (Московский тракт);65137.0;19541100
Коммерческий участок;Продажа;Елань д. (Московский тракт);65137.0;19541100
Коммерческий участок;Продажа;Борки с.;99600.0;2200000
Коммерческий участок;Продажа;null;18000.0;9700000
Коммерческий участок;Продажа;null;29000.0;16500000
Коммерческий участок;Продажа;р-н Грин Парк КП;41000.0;22500000
Свободного назначения;Продажа;Тугулым пгт;1270.0;30500000
Коммерческий участок;Продажа;null;10000.0;4500000
Свободного назначения;Продажа;Воровского;2270.0;187000000
База/склад/производство;Продажа;ДОК;3.8;328000
Коммерческий участок;Продажа;"район СО ""Ясень""";21808.0;5000000
Коммерческий участок;Продажа;Иска с. (Велижанский тракт);113048.0;1600000
Коммерческий участок;Продажа;Малый Хутор д.;178400.0;5900000
Коммерческий участок;Продажа;Иска с. (Велижанский тракт);113000.0;1582000
Коммерческий участок;Продажа;Иска с. (Велижанский тракт);113000.0;1582000
Коммерческий участок;Продажа;"район СО ""Ясень""";22000.0;11800000
Свободного назначения;Продажа;1-й Заречный мкр;69.6;16600000
База/склад/производство;Продажа;микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы;3.1;350000
Свободного назначения;Продажа;Комарово Парк мкр.;87.1;18291000
Свободного назначения;Продажа;Комарово Парк мкр.;71.6;15036000
Свободного назначения;Продажа;Комарово Парк мкр.;39.2;9996000
Свободного назначения;Продажа;Дударева д.;43.0;8600000
Свободного назначения;Продажа;Дударева д.;49.1;7856000
Свободного назначения;Продажа;Дударева д.;49.4;8382192
Свободного назначения;Продажа;Дударева д.;76.2;13335000
База/склад/производство;Продажа;Дом Обороны;6.2;464000
База/склад/производство;Продажа;Дом Обороны;5.0;380000
База/склад/производство;Продажа;Дом Обороны;3.5;275000
База/склад/производство;Продажа;Дом Обороны;3.4;268000
База/склад/производство;Продажа;Дом Обороны;4.4;338000
База/склад/производство;Продажа;Дом Обороны;3.6;282000
База/склад/производство;Продажа;Дом Обороны;3.6;282000
Коммерческий участок;Продажа;null;180370.0;13000000
База/склад/производство;Продажа;Тюменская слобода мкр.;3.5;300000
Коммерческий участок;Продажа;Калининский округ;5500.0;74000000
Свободного назначения;Продажа;Дом Обороны;42.5;8151500
Свободного назначения;Продажа;Дом Обороны;42.9;8227000
Свободного назначения;Продажа;Дом Обороны;47.0;8687000
Свободного назначения;Продажа;Дом Обороны;48.3;9733500
Офисное помещение;Продажа;Княжева мкр.;2408.2;140000000
Свободного назначения;Продажа;Дом Обороны;49.4;9472000
Свободного назначения;Продажа;Дом Обороны;49.8;9780500
Свободного назначения;Продажа;Дом Обороны;75.2;12169000
Свободного назначения;Продажа;Дом Обороны;77.2;13281500
Свободного назначения;Продажа;Дом Обороны;77.7;12854000
Свободного назначения;Продажа;Дом Обороны;81.8;13674000
Свободного назначения;Продажа;Дом Обороны;82.3;14161000
Свободного назначения;Продажа;Дом Обороны;82.6;13796500
Свободного назначения;Продажа;Дом Обороны;84.7;14573000
Свободного назначения;Продажа;Дом Обороны;92.6;14887500
Свободного назначения;Продажа;Дом Обороны;96.0;17455500
Свободного назначения;Продажа;Дом Обороны;100.3;16557500
Свободного назначения;Продажа;Дом Обороны;104.2;16242500
Свободного назначения;Продажа;Дом Обороны;111.0;19093500
Свободного назначения;Продажа;Дом Обороны;123.3;19972000
Торговое помещение;Продажа;null;347.3;29500000
Коммерческий участок;Продажа;null;47619.0;7500000
Коммерческий участок;Продажа;null;21559.0;180000000
Коммерческий участок;Продажа;null;24347.0;58000000
Свободного назначения;Продажа;Центр: Драмтеатр;96.0;29350000
Коммерческий участок;Продажа;Бурмакина д.;101.3;1150000
Коммерческий участок;Продажа;Елань д. (Московский тракт);65137.0;19541100
База/склад/производство;Продажа;Центр: Дом печати;2.6;580000
Коммерческий участок;Продажа;Елань д. (Московский тракт);65137.0;19541100
Коммерческий участок;Продажа;Елань д. (Московский тракт);64144.0;19243200
Коммерческий участок;Продажа;Елань д. (Московский тракт);45193.0;13557900
База/склад/производство;Продажа;Европейский мкр.;2.5;300000
Свободного назначения;Продажа;Южный;51.4;7700000
Свободного назначения;Продажа;Южный;63.1;9500000
Коммерческий участок;Продажа;Борки с.;12480.0;8800000
Свободного назначения;Продажа;Центр: Дом печати;122.9;28110000
Свободного назначения;Продажа;Центр: КПД;115.1;29010000
Свободного назначения;Продажа;Червишевский тракт мкр.;121.2;33330000
Свободного назначения;Продажа;Червишевский тракт мкр.;125.0;34375000
Коммерческий участок;Продажа;Горьковка с.;20000.0;11000000
Коммерческий участок;Продажа;Горьковское МО;20000.0;11500000
Коммерческий участок;Продажа;микрорайон Антипино;5529.0;40000000
Коммерческий участок;Продажа;Аракчина;20000.0;10000000
База/склад/производство;Продажа;Тюменский 3-й мкр.;3.2;425000
База/склад/производство;Продажа;Воровского;176.9;6000000
База/склад/производство;Продажа;Тюменская слобода мкр.;4.1;430000
Свободного назначения;Продажа;Червишевский тракт мкр.;276.6;100000000
Свободного назначения;Продажа;Центр: Исторический;552.7;252000000
Офисное помещение;Продажа;Заречный мкр.;167.4;29000000
Коммерческий участок;Продажа;Южный;1500.0;40000000
Коммерческий участок;Продажа;микрорайон Зайкова;1000.0;24500000
База/склад/производство;Продажа;ДОК;3.7;280000
База/склад/производство;Продажа;Южный;1143.0;80000000
Готовый бизнес;Продажа;Якуши д.;43.2;9980000
База/склад/производство;Продажа;Дом Обороны;5.3;401000
База/склад/производство;Продажа;Дударева д.;5.6;420000
Офисное помещение;Продажа;Центр: КПД;111.9;11025000
Коммерческий участок;Продажа;Якуши-1 КП;1880.0;8500000
Коммерческий участок;Продажа;Гилевская Роща;2511.0;12900000
Коммерческий участок;Продажа;null;84000.0;10200000
Торговое помещение;Продажа;Тавда;134.4;5900000
Торговое помещение;Продажа;Тавда;520.0;20000000
Коммерческий участок;Продажа;Нижняя Тавда с.;266937.0;17000000
Свободного назначения;Продажа;Центр: Драмтеатр;67.2;7000000
Офисное помещение;Продажа;1 мкр;17.7;2250000
База/склад/производство;Продажа;Тюменский 3-й мкр.;4.9;550000
База/склад/производство;Продажа;Тюменский 3-й мкр.;6.0;650000
Коммерческий участок;Продажа;Архитектор с/о;10000.0;650000
Коммерческий участок;Продажа;Архитектор с/о;10028.0;950000
Коммерческий участок;Продажа;Песьянка;10403.0;1000000
Коммерческий участок;Продажа;Песьянка;10434.0;1000000
Коммерческий участок;Продажа;Песьянка;10823.0;1000000
Коммерческий участок;Продажа;Криводанова д.;5007.0;1660000
Коммерческий участок;Продажа;Архип с/о;6757.0;2200000
Коммерческий участок;Продажа;Криводанова д.;5031.0;1300000
Коммерческий участок;Продажа;null;105414.0;82490000
Коммерческий участок;Продажа;Елань д. (Московский тракт);50000.0;65000000
Коммерческий участок;Продажа;Елань д. (Московский тракт);449000.0;449000000
Коммерческий участок;Продажа;Тавда;1200.0;450000
Свободного назначения;Продажа;микрорайон Тюменский-2;137.8;24800000
Торговое помещение;Продажа;Тазовский п.;1103.5;185000000
Коммерческий участок;Продажа;Щербак с.;10000.0;670000
Коммерческий участок;Продажа;Новоуфимка;175696.0;900000
Свободного назначения;Продажа;Центр: Дом печати;125.0;24500000
Коммерческий участок;Продажа;Усть-Ницинское с.;53564.0;245000
Коммерческий участок;Продажа;null;10000.0;2500000
Коммерческий участок;Продажа;Торгили п.;35000.0;4000000
Коммерческий участок;Продажа;null;42000.0;5555555
Торговое помещение;Продажа;Дом Обороны;100.0;17000000
Готовый бизнес;Продажа;Ново-Комарово;78.0;4200000
Готовый бизнес;Продажа;Коняшина д.;25.3;7500000
Свободного назначения;Продажа;Центр: Драмтеатр;249.4;12500000
Коммерческий участок;Продажа;Центр: Исторический;78000.0;3100000
Коммерческий участок;Продажа;Рабочий посёлок мкр.;1054.0;25000000
Торговое помещение;Продажа;Дом Обороны;534.0;26000000
База/склад/производство;Продажа;Боровский рп.;1130.0;120000000
Коммерческий участок;Продажа;Рафайлово;112000.0;1680000
Коммерческий участок;Продажа;Рафайлово;112000.0;1680000
Готовый бизнес;Продажа;Европейский мкр.;50.0;2700000
Свободного назначения;Продажа;1-й Заречный мкр;27.4;6700000
Коммерческий участок;Продажа;Горьковское МО;2730.0;6500000
Свободного назначения;Продажа;Центр: Исторический;85.7;20000000
Коммерческий участок;Продажа;Усть-Ницинское с.;60000.0;270000
Коммерческий участок;Продажа;Усть-Ницинское с.;120000.0;540000
Коммерческий участок;Продажа;Усть-Ницинское с.;60000.0;270000
Свободного назначения;Продажа;Европейский мкр.;95.2;20460000
Коммерческий участок;Продажа;Пушкин мкр.;22000.0;10000000
Свободного назначения;Продажа;Плеханово;127.0;19000000
Свободного назначения;Продажа;микрорайон Мыс;24.7;7000000
Свободного назначения;Продажа;Дударева д.;55.7;15048000
Свободного назначения;Продажа;Дударева д.;72.8;18450000
Свободного назначения;Продажа;Дударева д.;74.7;18927000
Свободного назначения;Продажа;Дударева д.;271.9;75924000
Свободного назначения;Продажа;Дударева д.;89.8;24228000
Свободного назначения;Продажа;Дударева д.;95.8;24273000
Офисное помещение;Продажа;Червишевский тракт мкр.;83.2;7300000
Свободного назначения;Продажа;Дударева д.;106.9;29439000
Свободного назначения;Продажа;Дударева д.;113.4;31014000
Свободного назначения;Продажа;Дударева д.;124.6;34290000
Свободного назначения;Продажа;Дударева д.;271.9;75924000
Коммерческий участок;Продажа;Новокаменский КП;51005.0;880000
Коммерческий участок;Продажа;Новокаменский КП;47907.0;950000
Офисное помещение;Продажа;Центр: Исторический;38.6;8500000
База/склад/производство;Продажа;5-й Заречный мкр;4.0;450000
База/склад/производство;Продажа;Лесобаза мкр.;3.1;470000
Коммерческий участок;Продажа;урочище Медвежье;40404.0;2100000
Свободного назначения;Продажа;Центр: Дом печати;54.4;12500000
Свободного назначения;Продажа;Червишевский тракт мкр.;246.2;67705000
Торговое помещение;Продажа;Московский тракт мкр.;307.2;22780000
Готовый бизнес;Продажа;Гилевская Роща;153.0;1300000
Коммерческий участок;Продажа;Борки с.;10000.0;730000
Торговое помещение;Продажа;Стрела;325.0;13000000
Торговое помещение;Продажа;Стрела;186.8;5610000
Торговое помещение;Продажа;Стрела;140.0;4200000
Торговое помещение;Продажа;Рощино мкр.;90.0;18600000
База/склад/производство;Продажа;Ожогино;12.5;2000000
Коммерческий участок;Продажа;null;5000.0;9000000
Коммерческий участок;Продажа;микрорайон Энтузиастов;800.0;20000000
Готовый бизнес;Продажа;Центр: КПД;20.0;1699000
База/склад/производство;Продажа;Центр: Дом печати;5.6;600000
Коммерческий участок;Продажа;Ленинский округ;93238.0;320000000
База/склад/производство;Продажа;микрорайон ДОК;2.5;260000
Свободного назначения;Продажа;Московский тракт мкр.;58.5;17500000
Свободного назначения;Продажа;Дом Обороны;736.0;60000000
Коммерческий участок;Продажа;Бухтал;10000.0;170000
Коммерческий участок;Продажа;Бухтал;10000.0;170000
Коммерческий участок;Продажа;Бухтал;10310.0;170000
Коммерческий участок;Продажа;Антропово;1130.0;57000000
Коммерческий участок;Продажа;Антропово;1100.0;55000000
Коммерческий участок;Продажа;Антропово;1100.0;55000000
Коммерческий участок;Продажа;Антропово;600.0;30000000
Офисное помещение;Продажа;Центр: КПД;355.2;35520000
Офисное помещение;Продажа;Центр: КПД;572.6;52679200
Готовый бизнес;Продажа;4 мкр;8.0;250000
Свободного назначения;Продажа;null;1080.0;95000000
База/склад/производство;Продажа;Гилевская Роща;120.3;21500000
Офисное помещение;Продажа;Центр: Драмтеатр;81.4;17000000
Коммерческий участок;Продажа;Мальковское МО;10000.0;16000000
Коммерческий участок;Продажа;null;85001.0;3000000
Готовый бизнес;Продажа;Центр: Драмтеатр;17.0;190000
Торговое помещение;Продажа;Стрела;76.0;5430000
Торговое помещение;Продажа;Винзили рп.;67.0;5000000
База/склад/производство;Продажа;Зеленые Аллеи (Ирбитский тракт);4.4;590000
База/склад/производство;Продажа;Дом Обороны;2.7;350000
Коммерческий участок;Продажа;Борки с.;1502.0;5200000
Коммерческий участок;Продажа;р-н Яровское с/о;35940.0;25000000
Коммерческий участок;Продажа;null;49714.0;12900000
Офисное помещение;Продажа;Центр: Драмтеатр;124.0;18000000
Коммерческий участок;Продажа;Борки с.;16781.0;850000
Коммерческий участок;Продажа;Борки с.;16038.0;800000
Свободного назначения;Продажа;null;1075.1;178550000
Торговое помещение;Продажа;Центр: Драмтеатр;580.0;132500000
Свободного назначения;Продажа;null;135.3;25500000
Свободного назначения;Продажа;null;355.9;76500000
Свободного назначения;Продажа;null;353.7;65500000
Свободного назначения;Продажа;Центр: Дом печати;117.7;10000000
Свободного назначения;Продажа;Рощино мкр.;59.6;15000000
Коммерческий участок;Продажа;null;43140.0;560819970
Коммерческий участок;Продажа;null;71429.0;147000000
База/склад/производство;Продажа;Тюменская слобода мкр.;5.5;450000
Готовый бизнес;Продажа;2 мкр;51.5;2000000
Коммерческий участок;Продажа;null;40000.0;1950000
База/склад/производство;Продажа;Тюменская слобода мкр.;2.3;220000
База/склад/производство;Продажа;Тюменская слобода мкр.;2.0;290000
Коммерческий участок;Продажа;null;80006.0;9900000
База/склад/производство;Продажа;5-й Заречный мкр;2.4;285000
База/склад/производство;Продажа;5-й Заречный мкр;3.1;355000
База/склад/производство;Продажа;5-й Заречный мкр;2.1;255000
База/склад/производство;Продажа;5-й Заречный мкр;3.1;355000
База/склад/производство;Продажа;5-й Заречный мкр;2.2;265000
Коммерческий участок;Продажа;null;22000.0;30000000
Свободного назначения;Продажа;Центр: КПД;16.2;1650000
Свободного назначения;Продажа;Центр;106.1;11800000
База/склад/производство;Продажа;Дударева д.;6.0;550000
Свободного назначения;Продажа;Центр: КПД;150.5;29900000
Коммерческий участок;Продажа;Каскара с.;65950.0;26400000
Офисное помещение;Продажа;Винзили рп.;55.9;3290000
Коммерческий участок;Продажа;Паренкина д.;10036.0;12200000
Свободного назначения;Продажа;Центр: Дом печати;226.2;29999000
Коммерческий участок;Продажа;Борки с.;10010.0;1200000
Коммерческий участок;Продажа;Борки с.;10007.0;1350000
Коммерческий участок;Продажа;Борки с.;10019.0;1440000
Свободного назначения;Продажа;Югра мкр.;2386.5;135000000
Свободного назначения;Продажа;Тюменский 1-й мкр.;150.0;21600000
База/склад/производство;Продажа;МЖК;8.3;1100000
База/склад/производство;Продажа;МЖК;8.5;1100000
Коммерческий участок;Продажа;null;29943.0;3600000
Коммерческий участок;Продажа;Кулаково с.;197451.0;105000000
Коммерческий участок;Продажа;Кулаково с.;138191.0;72000000
Коммерческий участок;Продажа;Кулаково с.;503342.0;260000000
Коммерческий участок;Продажа;микрорайон Гилёво;5633.0;365000000
Коммерческий участок;Продажа;Бухтал;10000.0;170000
База/склад/производство;Продажа;Тюменская слобода мкр.;3.4;320000
Коммерческий участок;Продажа;микрорайон Гилёво;1838.0;50100000
Коммерческий участок;Продажа;null;28823.0;110000000
Свободного назначения;Продажа;Центр: Исторический;13.9;1400000
База/склад/производство;Продажа;Тюменский 3-й мкр.;4.9;420000
Свободного назначения;Продажа;Центр: Дом печати;140.0;6100000
Свободного назначения;Продажа;Центр: Драмтеатр;119.0;11500000
Свободного назначения;Продажа;Центр: Драмтеатр;87.0;9800000
Торговое помещение;Продажа;Андреевский;127.1;9700000
Готовый бизнес;Продажа;4 мкр;12.0;170000
Коммерческий участок;Продажа;Ленинский округ;63052.0;143173792
Коммерческий участок;Продажа;Ленинский округ;261724.0;170000000
Коммерческий участок;Продажа;р-н Грин Парк КП;278521.0;187000000
База/склад/производство;Продажа;Центр: КПД;2.7;389000
Торговое помещение;Продажа;Мальково с.;457.6;60000000
База/склад/производство;Продажа;ДОК;3.8;405000
Коммерческий участок;Продажа;Ленинский округ;355649.0;390000000
Коммерческий участок;Продажа;Ленинский округ;6385.0;10000000
Коммерческий участок;Продажа;Ленинский округ;14936.0;16500000
Коммерческий участок;Продажа;Ленинский округ;89672.0;140000000
Свободного назначения;Продажа;Комарово Парк мкр.;79.6;16716000
Свободного назначения;Продажа;СМП;103.6;17900000
Свободного назначения;Продажа;СМП;69.3;12700000
Свободного назначения;Продажа;СМП;82.4;15800000
Свободного назначения;Продажа;СМП;41.0;8400000
Свободного назначения;Продажа;СМП;72.8;14400000
Свободного назначения;Продажа;5-й Заречный мкр;60.6;19000000
Коммерческий участок;Продажа;Дом Обороны;1229.0;39500000
Свободного назначения;Продажа;жилой комплекс Чаркова 72;76.4;10623190
Свободного назначения;Продажа;жилой комплекс Чаркова 72;87.1;12148996
Свободного назначения;Продажа;Червишевский тракт мкр.;134.7;23707200
Свободного назначения;Продажа;Червишевский тракт мкр.;100.7;17924600
Свободного назначения;Продажа;Червишевский тракт мкр.;231.2;38148000
База/склад/производство;Продажа;Дударева д.;3.4;380000
Коммерческий участок;Продажа;Ленинский округ;383841.0;600000000
Коммерческий участок;Продажа;null;446678.0;688499970
Готовый бизнес;Продажа;Центр: КПД;40.0;2300000
Свободного назначения;Продажа;null;77.2;11570000
Свободного назначения;Продажа;null;48.3;7930000
База/склад/производство;Продажа;5-й Заречный мкр;3.2;550000
Свободного назначения;Продажа;Мыс мкр.;191.0;22590000
База/склад/производство;Продажа;5-й Заречный мкр;3.4;550000
Свободного назначения;Продажа;Дударева д.;67.2;11088000
Свободного назначения;Продажа;Дударева д.;51.1;9709000
Торговое помещение;Продажа;Нижняя Тавда с.;67.3;3400000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5034.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;Ленинский округ;5000.0;7500000
Коммерческий участок;Продажа;Ленинский округ;5000.0;7500000
Коммерческий участок;Продажа;null;5001.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;5000.0;7500000
Коммерческий участок;Продажа;null;1503.0;3000000
Коммерческий участок;Продажа;null;1500.0;3000000
Коммерческий участок;Продажа;null;1500.0;3000000
Коммерческий участок;Продажа;null;2520.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;Ленинский округ;2500.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;null;2500.0;5000000
Коммерческий участок;Продажа;Ленинский округ;2418.0;5000000
Готовый бизнес;Продажа;Серебряная подкова КП;110.0;12400000
Свободного назначения;Продажа;Боровский рп.;1770.2;35000000
Коммерческий участок;Продажа;Насекина д.;14999.0;2530000
Свободного назначения;Продажа;Центр: Дом печати;280.0;40000000
Свободного назначения;Продажа;Войновка мкр.;1431.5;150000000
Свободного назначения;Продажа;Центр: Драмтеатр;28.5;2100000
Готовый бизнес;Продажа;Казарово мкр.;450.0;6500000
Торговое помещение;Продажа;Мальково с.;268.1;41300000
Свободного назначения;Продажа;Московский тракт мкр.;19.5;2650000
Коммерческий участок;Продажа;null;280000.0;290000000
Свободного назначения;Продажа;У озера квартал;66.5;7300000
Свободного назначения;Продажа;Дом Обороны;258.6;55000000
Свободного назначения;Продажа;Центр: Исторический;1229.9;98000000
Свободного назначения;Продажа;Центр: Драмтеатр;78.2;12600000
Торговое помещение;Продажа;Червишевский тракт мкр.;44.1;13230000
Торговое помещение;Продажа;Центр: Студгородок;113.5;3900000
Коммерческий участок;Продажа;Лесобаза мкр.;754.0;6000000
Свободного назначения;Продажа;Центр: Исторический;71.2;4180000
Свободного назначения;Продажа;Центр: Драмтеатр;1956.8;379649984
Торговое помещение;Продажа;Червишевский тракт мкр.;37.2;11160000
Свободного назначения;Продажа;Червишевский тракт мкр.;97.9;25850000
Торговое помещение;Продажа;Червишевский тракт мкр.;66.5;18354000
Торговое помещение;Продажа;Червишевский тракт мкр.;77.2;24085000
Торговое помещение;Продажа;Червишевский тракт мкр.;51.0;15300000
База/склад/производство;Продажа;Центральный округ;4.2;210000
Коммерческий участок;Продажа;Паренкина д.;3200.0;12000000
Коммерческий участок;Продажа;территория Южный Подъём;10000.0;5000000
Коммерческий участок;Продажа;Подъем п.;2000.0;1000000
Свободного назначения;Продажа;микрорайон Мыс;26.6;7500000
Торговое помещение;Продажа;3-й Заречный мкр;161.0;29000000
Коммерческий участок;Продажа;null;215806.0;756000000
Торговое помещение;Продажа;Червишевский тракт мкр.;42.3;8800000
Коммерческий участок;Продажа;микрорайон Мелиораторов;2357.0;28000000
Свободного назначения;Продажа;микрорайон ДОК;24.9;6642000
Свободного назначения;Продажа;микрорайон ДОК;37.3;9949500
Свободного назначения;Продажа;микрорайон ДОК;47.5;8853500
Свободного назначения;Продажа;микрорайон ДОК;59.4;12662500
Свободного назначения;Продажа;микрорайон ДОК;68.2;13324000
Свободного назначения;Продажа;микрорайон ДОК;74.1;14476500
Свободного назначения;Продажа;микрорайон ДОК;74.8;14609000
Свободного назначения;Продажа;микрорайон ДОК;85.7;16753500
Коммерческий участок;Продажа;Червишевский тракт мкр.;680.0;12700000
Свободного назначения;Продажа;микрорайон ДОК;88.5;17302000
Свободного назначения;Продажа;микрорайон ДОК;89.7;17528500
Свободного назначения;Продажа;микрорайон ДОК;114.0;18861500
Готовый бизнес;Продажа;Южный;30.0;1000000
База/склад/производство;Продажа;Тюменская слобода мкр.;4.7;440000
Коммерческий участок;Продажа;null;1232079.0;20000000
Коммерческий участок;Продажа;null;1717285.0;25000000
Офисное помещение;Продажа;1 мкр;42.0;5400000
Коммерческий участок;Продажа;Вольные угодья КП;2753.0;4500000
База/склад/производство;Продажа;Студенческий городок СХИ;10.0;545000
Коммерческий участок;Продажа;Лесобаза мкр.;999.0;14000000
Офисное помещение;Продажа;Рабочий посёлок мкр.;147.7;15300000
Коммерческий участок;Продажа;Винзили рп.;6363.0;35000000
Торговое помещение;Продажа;Андреевский;285.7;24250000
Свободного назначения;Продажа;жилой комплекс Набережный Квартал;48.5;6800000
Свободного назначения;Продажа;жилой комплекс Набережный Квартал;58.4;9250000
Свободного назначения;Продажа;жилой комплекс Набережный Квартал;59.8;9480000
Свободного назначения;Продажа;жилой комплекс Набережный Квартал;59.9;9500000
Свободного назначения;Продажа;жилой комплекс Набережный Квартал;61.3;9950000
Свободного назначения;Продажа;жилой комплекс Набережный Квартал;185.1;40650000
Свободного назначения;Продажа;жилой комплекс Набережный Квартал;187.7;41915000
Коммерческий участок;Продажа;Гужевое;60006.0;24000000
Коммерческий участок;Продажа;null;1200.0;7000000
Коммерческий участок;Продажа;null;1200.0;7000000
Коммерческий участок;Продажа;null;5985.0;7000000
Торговое помещение;Продажа;Чайка с/о (Велижанский тракт);277.5;29990000
Офисное помещение;Продажа;квартал 1-й Участок;20.0;12312312
Торговое помещение;Продажа;2-й Заречный мкр;106.6;13700000
База/склад/производство;Продажа;Центр: Дом печати;3.3;300000
Коммерческий участок;Продажа;null;14000.0;1610000
Свободного назначения;Продажа;Центр: Дом печати;1417.5;153000000
База/склад/производство;Продажа;микрорайон Гилёво;1087.2;99000000
Коммерческий участок;Продажа;Ленинский округ;31500.0;205000000
Коммерческий участок;Продажа;null;120000.0;18000000
База/склад/производство;Продажа;Московский п.;2566.0;250000000
Коммерческий участок;Продажа;Центральный округ;22000.0;28400000
Коммерческий участок;Продажа;Центральный округ;21869.0;28400000
Коммерческий участок;Продажа;Центральный округ;21864.0;28400000
Коммерческий участок;Продажа;Центральный округ;21844.0;28400000
Коммерческий участок;Продажа;Ленинский округ;4776.0;17050000
Коммерческий участок;Продажа;Ленинский округ;10160.0;25500000
Коммерческий участок;Продажа;Ленинский округ;10160.0;27409000
База/склад/производство;Продажа;Ожогино;7.0;700000
Свободного назначения;Продажа;Центр: КПД;90.1;22000000
Свободного назначения;Продажа;Стрела;72.6;4000000
Торговое помещение;Продажа;Центр: Драмтеатр;813.0;160000000
Торговое помещение;Продажа;Центр: КПД;7.6;1500000
Свободного назначения;Продажа;Плеханово;233.0;31900000
Свободного назначения;Продажа;Дом Обороны;70.2;4650000
Коммерческий участок;Продажа;Ключевая д.;60000.0;1500000
Коммерческий участок;Продажа;Ключевая д.;30000.0;850000
Свободного назначения;Продажа;Лесобаза мкр.;65.5;11800000
Свободного назначения;Продажа;Лесобаза мкр.;73.3;12400000
Свободного назначения;Продажа;Лесобаза мкр.;207.7;28900000
Свободного назначения;Продажа;Лесобаза мкр.;31.8;5900000
Свободного назначения;Продажа;Лесобаза мкр.;66.2;11900000
Свободного назначения;Продажа;Лесобаза мкр.;57.2;10300000
Свободного назначения;Продажа;Лесобаза мкр.;57.2;10300000
Свободного назначения;Продажа;Лесобаза мкр.;65.2;11700000
Свободного назначения;Продажа;Лесобаза мкр.;60.0;10800000
Свободного назначения;Продажа;Лесобаза мкр.;132.1;19800000
Свободного назначения;Продажа;Дударева д.;65.6;12790000
Свободного назначения;Продажа;Дударева д.;105.4;19290000
Свободного назначения;Продажа;Дударева д.;66.3;12790000
Свободного назначения;Продажа;Дударева д.;58.7;12390000
Свободного назначения;Продажа;жилой комплекс В Гагаринском Парке;68.9;14890000
Свободного назначения;Продажа;жилой комплекс В Гагаринском Парке;113.4;22990000
